purchase_id,user_id,purchase_date,revenue,channel_last_touch
606,1651.0,2024-03-19,222.13,Organic Search
607,796.0,,64.35,Organic Search
608,1049.0,2024-02-21,258.87,TikTok Ads
609,453.0,2024-04-14,247.53,Direct
610,7645.0,06/01/2024,166.83,Facebook Ads
611,1856.0,2024-03-11,215.97,Referral
612,2143.0,2024-02-18,"101,16",FB Ads
613,5367.0,2024-04-20,146.64,Referral
614,3913.0,2024-02-08,248.27,Instagram Ads
615,3080.0,2024-03-14,,Facebook Ads
616,4704.0,2024-03-09,113.76,Google Search
617,1138.0,invalid,153.32,referral
618,4831.0,2024-04-20,,Email
619,7078.0,2024-01-31,107.21,Instagram Ads
620,6331.0,2024-03-17,60.39,Instgram Ads
621,5556.0,invalid,216.48,instagram ads
622,2929.0,2024-01-11,249.53,Email
623,7026.0,23/01/2024,"39,18",Direct
624,1796.0,2024-01-31,"79,56",Google Display
625,1365.0,2024-01-16,"51,17",Facebook Ads
626,,2024-02-29,110.9,TikTok Ads
627,228.0,2024-02-03,140.6,Google Display
628,2134.0,2024-02-21,227.16,Referral
629,2935.0,2024-04-19,198.83,eMail
630,8145.0,2024-02-11,190.07,Google Display
631,7227.0,2024-02-24,,TikTok Ads
632,5539.0,2024-01-08,254.02,Referral
633,3258.0,2024-02-29,146.67,TikTok Ads
634,7100.0,2024-03-31,293.94,Google Search
635,6279.0,2024-01-07,193.9,FB Ads
636,2381.0,2024-04-29,46.62,Instagram Ads
637,2224.0,2024-03-24,206.09,Direct 
638,649.0,2024-04-28,104.28,TikTok Ads
639,8434.0,2024-03-18,-209.03,ORGANIC_SEARCH
640,8137.0,2024-04-18,30.2,Email
641,,2024-03-18,,Google Search
642,4246.0,2024-02-05,"258,16",Google Search
643,3402.0,invalid,75.88,Google Display
644,8114.0,,252.74,TikTok Ads
645,1125.0,2024-03-31,"90,99",REFERRAL
646,7623.0,2024-01-11,196.44,Direct
647,5853.0,2024-01-07,211.3,
648,1289.0,invalid,,Direct
649,840.0,2024-04-13,98.54,Instagram Ads
650,4569.0,2024-03-29,71.67,Instagram Ads
651,6431.0,2024-03-27,19.62,Google Display
652,520.0,2024-04-27,98.14,referral
653,6744.0,2024-01-14,"199,42",Email
654,1979.0,2024-02-01,"282,11",Direct
655,13.0,2024-01-12,262.65,Organic Search
656,5299.0,16/01/2024,232.16,organic search
657,1782.0,,238.65,
658,5568.0,2024-01-03,202.85,direct
659,5266.0,20/03/2024,85.48,
660,8407.0,15/01/2024,,Facebook Ads
661,3631.0,2024-03-22,204.51,TikTok Ads
662,7678.0,2024-02-06,172.53,Google Search
663,2863.0,2024-03-05,42.19,Google Display
664,1702.0,2024-03-20,139.65,Email
665,7843.0,2024-03-29,143.5,Facebook Ads
666,1827.0,2024-02-11,260.72,Facebook Ads
667,4894.0,,168.53,Referral
668,,2024-02-29,120.32,Direct
669,3039.0,2024-04-15,293.27,Direct
670,7514.0,2024-04-13,42.11,Email
671,942.0,2024-04-21,132.54,Google Search
672,386.0,2024-02-11,22.19,Facebook Ads
673,7383.0,invalid,224.57,Direct
674,4239.0,2024-03-07,276.24,Direct
675,3420.0,2024-03-27,91.21,TikTok Ads
676,6052.0,2024-04-09,258.92,Referral
677,1168.0,2024-01-24,94.74,Instgram Ads
678,6693.0,2024-01-31,,Google Display
679,7903.0,2024-02-15,228.65,Google Search
680,4368.0,2024-01-24,243.42,Referral
681,4347.0,2024-04-06,15.22,Referral
682,1436.0,11/04/2024,289.22,Organic Search
683,1226.0,2024-04-04,220.73,Facebook Ads
684,2163.0,2024-04-10,98.38,Referral
685,4132.0,2024-02-09,250.52,Instgram Ads
686,2807.0,2024-04-10,91.64,Direct
687,2799.0,2024-02-29,263.1,Facebook Ads
688,5015.0,2024-03-17,42.65,
689,826.0,2024-04-24,"214,07",Instagram Ads
690,7527.0,2024-03-16,166.8,Email
691,5911.0,2024-04-05,37.99,Google Display
692,1488.0,2024-03-27,80.15,TicTok Ads
693,2974.0,09/03/2024,"13,6",Organic Search
694,89.0,2024-02-26,"145,94",TikTok Ads
695,695.0,2024-02-27,97.37,Referral
696,3028.0,2024-02-02,183.52,Instagram Ads
697,7506.0,2024-01-01,96.2,Referral
698,2962.0,2024-03-10,96.98,GOOGLE DISPLAY
699,4373.0,2024-02-12,225.53,TikTok Ads
700,7706.0,18/02/2024,"23,96",Direct
701,6451.0,2024-01-29,271.84,TikTok Ads
702,3937.0,2024-04-16,257.16,Google Search
703,6596.0,16/04/2024,,Google Display
704,3134.0,2024-04-20,182.03,Direct
705,8148.0,2024-02-13,-268.77,Email
706,4522.0,2024-03-25,,Organic Search
707,2037.0,2024-03-09,,Facebook Ads
708,3098.0,2024-02-06,79.46,Email
709,94.0,invalid,240.43,Facebook Ads
710,5792.0,2024-03-17,-20.05,Google Search
711,1345.0,2024-04-08,179.01,Google Search
712,866.0,,298.68,TikTok Ads
713,4674.0,2024-01-28,"258,15",TikTok Ads
714,1381.0,2024-04-27,161.22,Referral
715,1728.0,2024-03-31,28.46,google display
716,5386.0,2024-03-30,251.1,Organic Search
717,7401.0,2024-04-20,183.7,Referral
718,6372.0,2024-01-09,43.33,Google Search
719,2332.0,2024-03-05,37.22,Direct 
720,6133.0,09/04/2024,-273.79,Direct
721,646.0,2024-02-28,"204,07",Google Display
722,4.0,2024-03-26,"250,49",Google Display
723,7694.0,2024-02-25,"264,9",Instgram Ads
724,3335.0,2024-02-27,175.81,google search
725,,2024-02-28,160.06,Google Search
726,2167.0,2024-03-09,134.82,Organic Search
727,468.0,23/04/2024,"101,91",facebook ads
728,6827.0,2024-03-26,136.03,Instagram Ads
729,274.0,2024-03-22,234.43,Referral
730,7134.0,2024-03-29,184.56,DIRECT
731,420.0,2024-04-26,,Email
732,8346.0,2024-04-12,138.58,instagram ads
733,5195.0,2024-01-21,186.06,Facebook Ads
734,7316.0,,193.08,Instagram Ads
735,2286.0,2024-04-11,181.59,Referral
736,213.0,2024-01-27,213.76,Google Display
737,1130.0,05/03/2024,,Google Display
738,6247.0,2024-02-09,158.59,Direct
739,7806.0,2024-04-12,40.23,Facebook Ads
740,5306.0,,121.51,Instagram Ads
741,3061.0,2024-03-10,"151,42",
742,5406.0,2024-03-02,199.15,Google Display
743,7500.0,2024-01-18,285.65,Direct
744,4864.0,2024-03-24,184.19,Direct
745,1568.0,2024-04-07,225.64,Facebok Ads
746,5008.0,2024-04-22,156.82,Instagram Ads
747,2986.0,2024-02-13,193.89,Email
748,3780.0,2024-04-13,30.57,referral
749,3054.0,2024-02-23,-83.77,Referral
750,6758.0,2024-02-11,114.94,tik_tok_ads
751,6519.0,2024-02-18,147.02,Direct
752,6380.0,2024-03-29,23.24,Referral
753,8397.0,2024-04-06,50.61,Referral
754,3962.0,2024-02-06,90.28,Instagram Ads
755,7554.0,2024-03-22,,Email
756,2302.0,2024-03-25,106.09,Email
757,3325.0,2024-01-29,149.79,google-Search
758,562.0,2024-01-18,66.87,Organic Search
759,7575.0,2024-02-22,187.13,Instagram Ads
760,3597.0,27/02/2024,91.4,Google Display
761,8521.0,2024-02-06,-70.03,Direct
762,4794.0,10/01/2024,159.81,Referral
763,7202.0,2024-04-22,11.6,Direct
764,712.0,2024-02-10,12.22,Direct
765,3058.0,2024-01-24,73.53,tiktok ads
766,3320.0,2024-02-18,20.65,Referral
767,4328.0,02/01/2024,41.33,Referral
768,1506.0,2024-03-27,,Direct
769,5099.0,invalid,,Google Display
770,7467.0,2024-02-06,175.89,GOOGLE SEARCH
771,3905.0,2024-01-08,158.67,TikTok Ads
772,4375.0,2024-04-17,95.11,
773,3899.0,2024-03-09,280.21,Direct
774,3113.0,2024-01-21,125.13,Email
775,6644.0,2024-03-25,35.26,Referral
776,5161.0,2024-02-03,188.95,email
777,4567.0,25/03/2024,43.01,Facebook Ads
778,8015.0,2024-01-13,,fb_ads
779,4377.0,2024-03-24,157.15,Organic  Search
780,2695.0,2024-03-10,263.52,Google Search
781,5753.0,2024-04-08,153.13,TicTok Ads
782,3820.0,2024-03-21,213.66,Instagram Ads
783,6401.0,,"297,92",Organic Search
784,4422.0,2024-04-26,48.13,TikTok Ads
785,4101.0,2024-03-14,89.67,Referral
786,7384.0,2024-02-29,,Facebook Ads
787,6281.0,2024-04-28,-132.33,Instagram Ads
788,4898.0,2024-01-29,"129,2",Referral
789,,,273.21,
790,429.0,2024-03-25,"217,07",Email
791,3095.0,2024-01-31,186.29,eMail
792,7114.0,2024-02-11,99.72,TicTok Ads
793,603.0,2024-01-24,248.9,TikTok Ads
794,,2024-01-30,286.97,Referral
795,6658.0,2024-04-11,248.15,tik_tok_ads
796,180.0,2024-03-14,10.45,organic search
797,7704.0,2024-02-27,194.56,
798,3720.0,01/02/2024,24.83,Referral
799,115.0,2024-02-08,84.71,google display
800,6127.0,14/03/2024,27.26,
801,5556.0,2024-03-15,185.1,FB Ads
802,8553.0,2024-02-07,-209.11,Email
803,907.0,2024-03-30,43.2,Facebook Ads
804,64.0,2024-03-06,121.31,Instagram Ads
805,2920.0,2024-04-06,142.31,Organic Search
806,1635.0,,117.03,eMail
807,8156.0,2024-01-19,"45,1",Direct
808,4335.0,,131.49,Google Display
809,1016.0,2024-01-05,227.84,Direct
810,7558.0,2024-04-25,30.59,Email
811,4676.0,2024-03-29,,TikTok Ads
812,2207.0,2024-01-07,112.88,Organic Search
813,159.0,06/03/2024,-283.1,Facebook Ads
814,2757.0,2024-01-10,203.89,Google Search
815,154.0,2024-04-01,206.81,Google  Display
816,,21/03/2024,114.96,Google Display
817,4657.0,2024-02-19,"182,16",Google Display
818,4947.0,2024-03-16,,Organic Search
819,7900.0,2024-01-28,194.47,Organic Search
820,1714.0,2024-04-18,274.85,Email
821,7228.0,2024-04-29,187.65,Organic Search
822,3774.0,2024-01-14,263.37,Referral
823,6114.0,2024-04-15,219.95,Google Display
824,1821.0,2024-02-20,44.96,Google Display
825,1292.0,23/01/2024,271.71,google search
826,3325.0,2024-04-20,29.27,Email
827,8442.0,2024-02-20,164.85,Organic Search
828,7665.0,2024-03-31,51.22,ORGANIC_SEARCH
829,4695.0,2024-01-16,13.39,Direct
830,8108.0,2024-03-30,132.39,
831,514.0,2024-02-04,95.56,Google Search
832,693.0,2024-03-06,"150,94",EMAIL
833,4318.0,2024-01-09,177.39,Referral
834,3101.0,2024-01-25,22.68,Email
835,6181.0,2024-03-28,45.67,Instagram Ads
836,1012.0,2024-01-03,,Google Search
837,6810.0,2024-02-01,109.52,referral
838,4733.0,2024-03-04,221.46,tiktok ads
839,6818.0,23/03/2024,199.16,TikTok Ads
840,8182.0,2024-02-15,255.23,Direct
841,613.0,30/03/2024,-210.82,Direct
842,7930.0,2024-03-13,134.68,tiktok ads
843,6674.0,2024-03-25,205.16,Organic Search
844,378.0,2024-04-21,89.86,Instagram Ads
845,1326.0,2024-01-21,98.83,Instagram Ads
846,2932.0,2024-04-22,238.81,Google Search
847,3657.0,09/04/2024,139.46,Google Display
848,4873.0,2024-04-14,241.53,Google Search
849,5585.0,2024-02-03,248.5,Referral
850,5219.0,2024-03-12,258.69,Google Display
851,453.0,2024-02-12,275.82,Organic Search
852,3438.0,2024-04-25,134.99,Organic Search
853,5931.0,2024-03-13,102.47,Facebook Ads
854,2669.0,2024-04-23,178.84,TikTok Ads
855,8437.0,2024-02-11,,Instagram Ads
856,5501.0,2024-01-16,"184,31",TikTok Ads
857,4565.0,2024-04-19,,Facebook Ads
858,13.0,31/01/2024,209.64,Direct
859,2348.0,2024-04-02,"118,62",Organic Search
860,4073.0,2024-04-17,58.39,Email
861,8298.0,,"134,85",Google Display
862,8372.0,2024-03-23,51.35,TikTok Ads
863,7313.0,2024-01-01,268.13,Referral
864,7140.0,2024-02-05,110.3,Facebook Ads
865,7785.0,2024-03-28,54.79,Facebook Ads
866,6369.0,2024-02-28,"17,38",Facebook Ads
867,6194.0,29/02/2024,197.29,Organic Search
868,7463.0,2024-03-11,194.7,Organic Search
869,7686.0,2024-01-16,"108,78",EMAIL
870,1437.0,2024-01-18,30.8,TikTok Ads
871,5009.0,2024-02-07,128.79,Googel Search
872,6629.0,2024-03-09,,Organic Search
873,7475.0,2024-04-09,206.36,Googel Search
874,4243.0,2024-04-03,"185,68",Google Display
875,4070.0,2024-03-18,115.73,insta_Ads
876,405.0,2024-03-17,,Email
877,2283.0,2024-04-16,296.53,Google Search
878,3231.0,2024-04-09,141.66,TikTok Ads
879,211.0,2024-01-04,209.6,Instagram Ads
880,,2024-04-25,50.76,
881,3389.0,2024-01-12,150.82,Direct
882,8421.0,2024-04-18,"17,99",Organic Search
883,3123.0,2024-03-04,,Organic Search
884,4939.0,2024-03-25,289.57,Email
885,361.0,2024-02-23,121.42,Instagram Ads
886,4844.0,2024-02-01,21.31,DIRECT
887,2743.0,2024-01-18,18.98,Direct
888,3512.0,2024-04-17,122.52,Email
889,1454.0,2024-02-02,-56.41,Email
890,5598.0,03/02/2024,16.77,Facebook Ads
891,7478.0,2024-01-14,229.3,Referral
892,5984.0,invalid,142.97,Organic Search
893,1098.0,2024-04-28,93.88,Instagram Ads
894,3343.0,2024-04-02,271.02,Direct
895,2486.0,2024-01-11,-43.68,Instagram Ads
896,4371.0,2024-02-25,287.22,Instagram Ads
897,8134.0,2024-01-31,101.05,Google Search
898,799.0,2024-01-12,,fb_ads
899,3382.0,2024-04-25,184.85,facebook ads
900,4103.0,2024-04-13,249.75,Instagram Ads
901,1793.0,2024-03-06,295.36,Instgram Ads
902,58.0,2024-04-08,93.64,REFERRAL
903,6115.0,06/04/2024,-288.73,Google Search
904,376.0,2024-04-10,122.95,Instagram Ads
905,2821.0,2024-03-01,121.8,EMAIL
906,5414.0,2024-03-20,,Organic Search
907,1210.0,2024-02-20,167.01,Google Display
908,7336.0,invalid,54.7,REFERRAL
909,6377.0,2024-04-06,170.58,EMAIL
910,54.0,2024-03-02,167.09,Google Search
911,8354.0,2024-03-28,230.95,Facebook Ads
912,1150.0,2024-04-07,,Email
913,4227.0,2024-03-23,137.73,Google Display
914,6854.0,2024-04-06,97.68,Instagram Ads
915,5053.0,2024-02-16,85.21,Referral
916,5720.0,2024-01-26,66.44,Google Search
917,7408.0,2024-01-14,26.72,Google Search
918,8518.0,22/02/2024,109.31,Google Search
919,3938.0,2024-03-23,"88,37",insta_Ads
920,2063.0,2024-01-16,290.26,referal
921,8270.0,2024-04-15,,Organic Search
922,455.0,2024-04-04,110.71,Google Display
923,404.0,2024-03-03,,Organic Search
924,2923.0,2024-04-18,"50,37",Instagram Ads
925,2988.0,2024-02-10,"138,77",instagram ads
926,4874.0,2024-02-25,191.61,Google Display
927,1359.0,2024-01-05,,GOOGLE DISPLAY
928,2802.0,13/04/2024,126.52,Google Search
929,2122.0,2024-03-05,298.22,Facebook Ads
930,8504.0,2024-03-27,"265,29",Direct
931,,2024-04-06,"190,79",ORGANIC_SEARCH
932,1808.0,20/01/2024,175.12,Facebook Ads
933,4258.0,2024-03-15,189.99,Direct
934,4538.0,2024-03-08,68.38,TikTok Ads
935,494.0,2024-04-09,124.59,
936,8447.0,2024-04-11,21.44,referral
937,3115.0,2024-02-25,147.91,Google Search
938,2818.0,2024-01-18,167.48,fb_ads
939,7971.0,2024-01-17,76.05,TikTok Ads
940,6665.0,24/02/2024,,Referral
941,3887.0,2024-01-22,-273.74,Direct
942,8365.0,2024-01-02,219.42,Google Search
943,5456.0,15/04/2024,164.68,GOOGLE DISPLAY
944,7660.0,invalid,262.29,Facebook Ads
945,4666.0,27/01/2024,"47,89",Referral
946,8057.0,2024-01-25,239.25,Email
947,1847.0,2024-04-10,46.2,Referral
948,746.0,2024-03-02,240.32,Google Display
949,4128.0,2024-02-07,-89.97,Instagram Ads
950,6387.0,2024-02-27,264.36,Google Display
951,5534.0,2024-02-19,283.77,Direct
952,1877.0,2024-02-21,53.15,referral
953,4034.0,2024-01-21,"144,18",Organic Search
954,1708.0,2024-01-27,294.49,Google Display
955,1222.0,2024-02-02,150.19,Google Display
956,2720.0,2024-03-17,260.43,Direct
957,1463.0,2024-02-13,180.73,TikTok Ads
958,7945.0,2024-03-12,118.85,Facebook Ads
959,3525.0,2024-01-13,-92.88,Email
960,3152.0,2024-03-23,68.93,Facebok Ads
961,4209.0,2024-03-09,230.92,Instagram Ads
962,720.0,2024-02-07,122.1,Organic Search
963,381.0,2024-04-29,158.27,Referral
964,6809.0,2024-02-16,152.77,direct
965,2255.0,2024-01-17,177.41,tik_tok_ads
966,,20/04/2024,261.02,Google Display
967,237.0,2024-03-16,294.41,Gogle Search
968,1193.0,2024-01-06,"128,2",tiktok ads
969,8418.0,2024-03-01,249.98,Facebook Ads
970,7734.0,2024-04-06,231.71,insta_Ads
971,4124.0,2024-03-18,,Google Display
972,6915.0,2024-01-08,287.25,Google  Display
973,2944.0,2024-04-07,,Google Search
974,6832.0,18/01/2024,41.69,ORGANIC_SEARCH
975,,2024-02-02,257.65,Google  Search
976,6869.0,2024-04-23,137.35,Google Search
977,5176.0,2024-01-13,255.62,Google Search
978,1714.0,2024-01-07,269.0,Google Display
979,8071.0,2024-02-16,28.11,TikTok Ads
980,6489.0,2024-02-13,266.2,
981,4500.0,2024-02-24,140.01,Direct
982,6089.0,2024-01-20,158.03,Email
983,5521.0,2024-04-07,191.71,Email
984,3985.0,2024-01-06,278.65,Facebook Ads
985,5364.0,2024-02-06,15.54,Referral
986,8496.0,2024-04-15,148.28,TicTok Ads
987,7556.0,2024-03-27,209.44,Facebook Ads
988,,2024-02-12,219.59,Organic Search
989,7919.0,2024-04-15,-210.83,google search
990,3655.0,2024-04-15,,Instagram Ads
991,3077.0,2024-01-14,96.82,Google Display
992,3518.0,2024-04-01,114.03,referal
993,2004.0,2024-01-08,"243,29",Google Search
994,1385.0,2024-03-10,90.84,direct
995,3439.0,2024-02-29,71.1,Email
996,8351.0,2024-03-21,287.66,Facebook Ads
997,5930.0,2024-04-09,12.57,Direct
998,272.0,2024-03-13,,Direct
999,2691.0,2024-01-04,206.28,TikTok Ads
1000,3670.0,invalid,250.26,REFERRAL
1001,5089.0,invalid,95.44,Referral
1002,4470.0,2024-04-15,14.15,Email
1003,3947.0,2024-03-12,223.98,Google Search
1004,7205.0,2024-03-30,251.9,Instagram Ads
1005,7763.0,2024-02-24,224.74,FB Ads
1006,8106.0,2024-03-17,"51,43",Direct 
1007,3009.0,2024-04-06,228.49,Facebook Ads
1008,6582.0,2024-04-05,232.99,Instagram Ads
1009,435.0,2024-01-07,200.98,Google Display
1010,7686.0,2024-04-14,,Referral
1011,8444.0,2024-03-18,255.32,Google Display
1012,7640.0,2024-03-12,187.95,TicTok Ads
1013,2977.0,2024-03-17,"35,7",Google Display
1014,2210.0,2024-03-08,151.41,Facebook Ads
1015,7811.0,2024-01-12,32.52,Organic Search
1016,8046.0,2024-03-08,128.19,Direct
1017,3658.0,2024-03-12,128.06,Email
1018,1172.0,2024-02-25,29.14,Referral
1019,3611.0,2024-02-04,111.16,Direct
1020,1681.0,2024-01-09,42.19,Referral
1021,4624.0,2024-03-08,244.39,Direct
1022,2300.0,2024-03-06,"284,83",Email
1023,6337.0,2024-02-22,,Organic Search
1024,8116.0,2024-03-15,286.98,Google Search
1025,5181.0,2024-04-17,161.55,Email
1026,868.0,invalid,96.87,Direct
1027,1782.0,2024-02-01,32.29,Referral
1028,4748.0,2024-01-20,155.18,Google Display
1029,1023.0,2024-04-18,240.41,TikTok Ads
1030,645.0,2024-02-20,"215,06",facebook ads
1031,2955.0,2024-03-29,,ORGANIC_SEARCH
1032,6865.0,2024-04-24,31.14,
1033,747.0,2024-02-11,126.83,TikTok Ads
1034,,03/02/2024,95.63,Instagram Ads
1035,5747.0,,77.39,Facebook Ads
1036,7089.0,2024-03-24,91.49,Referral
1037,4906.0,2024-02-11,243.01,TikTok Ads
1038,8431.0,2024-03-30,279.48,Google Search
1039,1288.0,2024-04-04,-127.48,TikTok Ads
1040,2110.0,2024-01-02,272.77,Direct
1041,8418.0,2024-02-17,103.23,Facebook Ads
1042,3198.0,2024-01-21,148.17,Facebok Ads
1043,3155.0,invalid,75.55,Direct
1044,7373.0,16/01/2024,195.74,tiktok ads
1045,7711.0,2024-04-15,293.9,Google Search
1046,3780.0,invalid,185.01,eMail
1047,7783.0,2024-04-13,113.77,TikTok Ads
1048,6606.0,02/01/2024,197.87,Referral
1049,360.0,2024-02-07,45.65,Instagram Ads
1050,6701.0,2024-02-15,267.71,Instagram Ads
1051,6510.0,2024-03-25,"155,89",
1052,7941.0,2024-03-17,,referal
1053,3104.0,2024-04-25,179.9,Facebook Ads
1054,5806.0,29/02/2024,191.19,Organic Search
1055,1631.0,2024-03-16,-30.81,TikTok Ads
1056,4454.0,invalid,207.96,Instagram Ads
1057,3071.0,2024-04-10,80.16,Facebook Ads
1058,4903.0,2024-02-04,"217,05",facebook ads
1059,726.0,2024-02-09,248.54,EMAIL
1060,7419.0,2024-04-26,243.15,Google Search
1061,4596.0,2024-02-24,170.23,Google Search
1062,8305.0,2024-04-10,160.85,Email
1063,7715.0,2024-02-14,51.43,Gogle Search
1064,3940.0,30/03/2024,234.85,Google  Display
1065,5388.0,2024-04-26,88.71,tiktok ads
1066,1629.0,2024-01-09,154.04,Organic  Search
1067,4637.0,2024-01-27,,Google Display
1068,5811.0,2024-02-20,48.81,TikTok Ads
1069,2145.0,2024-03-13,192.57,Google Display
1070,2231.0,2024-04-16,25.76,TikTok Ads
1071,1533.0,2024-01-30,227.11,
1072,7979.0,2024-02-22,"102,1",Google Display
1073,2240.0,2024-02-11,10.04,Google Display
1074,7022.0,2024-01-08,158.23,Organic Search
1075,3765.0,2024-03-30,23.59,Referral
1076,3538.0,2024-03-03,90.09,Google Display
1077,2510.0,2024-02-20,215.02,
1078,8404.0,23/04/2024,28.18,Google Search
1079,368.0,19/03/2024,253.41,Organic Search
1080,5724.0,2024-03-11,11.11,TikTok Ads
1081,8395.0,2024-04-29,81.58,Direct
1082,2684.0,2024-04-01,,TikTok Ads
1083,862.0,2024-03-24,101.72,Referral
1084,5476.0,invalid,39.55,Google Display
1085,4043.0,2024-03-28,"114,47",Google Display
1086,8333.0,2024-04-15,88.41,Instagram Ads
1087,5358.0,2024-04-04,"254,39",Facebook Ads
1088,5181.0,2024-02-27,100.87,Email
1089,1170.0,2024-03-24,238.79,ORGANIC_SEARCH
1090,4463.0,2024-01-13,"268,64",Organic Search
1091,4813.0,2024-03-03,135.81,Instagram Ads
1092,2277.0,2024-01-12,273.88,Google Search
1093,3180.0,2024-03-23,119.42,Instagram Ads
1094,4567.0,2024-01-22,289.58,Direct
1095,5250.0,2024-03-28,35.89,Email
1096,5406.0,2024-02-10,209.24,Instagram Ads
1097,4788.0,2024-03-11,-153.21,Email
1098,5709.0,2024-03-22,122.42,Google Display
1099,4183.0,2024-01-27,193.49,Organic Search
1100,6565.0,2024-01-13,214.12,Email
1101,3293.0,2024-01-24,,Googel Display
1102,8035.0,2024-02-01,58.42,direct
1103,5711.0,2024-02-01,216.78,Googel Search
1104,,2024-01-17,203.25,TikTok Ads
1105,4986.0,2024-01-13,290.15,Email
1106,794.0,invalid,,Google Display
1107,1025.0,2024-01-30,285.72,referal
1108,3303.0,2024-02-12,213.74,Instagram Ads
1109,6067.0,2024-03-12,,Facebook Ads
1110,2226.0,2024-03-19,-40.56,Organic Search
1111,5186.0,2024-02-09,,Google Display
1112,565.0,17/02/2024,196.8,Facebook Ads
1113,1239.0,2024-02-07,23.97,Facebook Ads
1114,5741.0,03/03/2024,114.41,ORGANIC_SEARCH
1115,5574.0,2024-04-14,"287,47",Facebook Ads
1116,4605.0,2024-02-02,155.12,Direct
1117,3785.0,,,EMAIL
1118,4165.0,03/01/2024,142.73,Google Search
1119,2205.0,2024-04-20,70.58,Referral
1120,8387.0,2024-04-20,116.93,organic search
1121,2787.0,2024-01-28,117.25,Facebook Ads
1122,7894.0,20/04/2024,25.18,Direct
1123,4700.0,2024-02-28,232.59,Organic Search
1124,4000.0,2024-03-16,,Organic Search
1125,8429.0,2024-03-19,248.43,Organic  Search
1126,937.0,2024-04-03,256.6,
1127,5677.0,invalid,71.48,Google Search
1128,3491.0,2024-02-08,200.63,Email
1129,,2024-02-25,146.96,
1130,6717.0,2024-03-02,265.25,Organic Search
1131,7908.0,2024-03-08,72.56,Organic Search
1132,5434.0,2024-01-10,206.57,Google  Search
1133,6925.0,2024-02-02,186.25,TikTok Ads
1134,2194.0,2024-04-08,95.64,TikTok Ads
1135,998.0,2024-04-29,,Email
1136,6419.0,2024-03-14,198.98,Email
1137,4897.0,2024-02-07,224.19,Google Search
1138,5018.0,23/03/2024,101.53,Google Search
1139,2967.0,2024-02-09,197.0,Organic Search
1140,7036.0,2024-04-08,124.59,Google Display
1141,6388.0,2024-01-15,216.83,Instagram Ads
1142,5986.0,2024-02-20,67.77,Google Display
1143,4409.0,2024-01-30,268.16,Instagram Ads
1144,1638.0,2024-01-18,93.35,Google Display
1145,6415.0,2024-03-18,116.66,Referral
1146,2710.0,,26.85,DIRECT
1147,8354.0,2024-04-20,42.34,Organic Search
1148,1413.0,2024-03-25,159.6,Google Display
1149,1630.0,2024-04-02,87.6,Instagram Ads
1150,4332.0,2024-01-23,252.29,Google Search
1151,560.0,2024-03-13,-14.26,Email
1152,3147.0,2024-02-08,119.94,GOOGLE DISPLAY
1153,7353.0,2024-01-19,107.83,Referral
1154,3898.0,15/02/2024,15.61,eMail
1155,6593.0,2024-02-09,,Google Search
1156,8167.0,2024-03-01,"129,96",Google Search
1157,1422.0,2024-02-17,152.93,Google Search
1158,817.0,2024-03-12,127.24,Referral
1159,6515.0,2024-03-01,163.97,Email
1160,7169.0,2024-03-30,182.59,Email
1161,,2024-04-21,12.88,Google Display
1162,2978.0,2024-02-11,144.59,organic search
1163,7947.0,24/03/2024,289.41,Organic Search
1164,7928.0,2024-04-17,160.52,TikTok Ads
1165,6712.0,2024-04-12,"206,49",Direct
1166,4214.0,2024-01-09,100.44,Google Display
1167,6707.0,2024-01-26,234.46,Direct
1168,6920.0,2024-04-07,234.15,Instagram Ads
1169,5712.0,2024-04-21,161.18,Organic Search
1170,2148.0,2024-03-02,,Email
1171,5139.0,2024-01-27,46.41,Instagram Ads
1172,8114.0,2024-03-23,14.91,Email
1173,3320.0,31/03/2024,233.35,Facebook Ads
1174,123.0,2024-03-06,244.08,
1175,4877.0,2024-02-06,44.86,Facebook Ads
1176,7144.0,08/01/2024,87.02,Direct
1177,5642.0,2024-04-10,"15,09",TikTok Ads
1178,4887.0,17/04/2024,95.06,Facebook Ads
1179,6866.0,2024-01-25,"234,21",Facebook Ads
1180,5548.0,invalid,"160,21",Google Search
1181,7095.0,2024-01-18,"110,95",Referral
1182,6381.0,2024-03-25,117.8,Instagram Ads
1183,5170.0,2024-02-06,,Google Search
1184,6545.0,2024-04-02,96.94,Email
1185,8109.0,2024-02-13,197.47,Referral
1186,2307.0,2024-03-01,,Direct
1187,5710.0,2024-02-04,255.65,Email
1188,7363.0,invalid,-16.84,Instagram Ads
1189,7472.0,2024-02-02,270.58,Referral
1190,2148.0,,,insta_Ads
1191,3042.0,2024-01-28,236.31,Direct
1192,2065.0,invalid,-142.82,TicTok Ads
1193,4007.0,2024-04-22,125.42,EMAIL
1194,8087.0,2024-04-28,97.85,TikTok Ads
1195,7105.0,25/04/2024,"29,05",Google Display
1196,1896.0,2024-03-24,76.19,Facebook Ads
1197,6866.0,2024-01-21,81.52,Google Search
1198,,2024-04-17,150.38,Direct
1199,2893.0,26/04/2024,-226.76,Instagram Ads
1200,104.0,2024-04-03,147.4,instagram ads
1201,1200.0,2024-01-08,26.77,Direct
1202,6611.0,2024-04-09,-287.76,Facebook Ads
1203,5052.0,2024-04-20,283.39,tik_tok_ads
