user_id,acquisition_date,acquisition_channel,acquisition_campaign
1893,2024-01-02,Instagram Ads,29.0
1894,2024-02-26,Facebook Ads,38.0
1895,2024-01-23,,31.0
1896,2024-04-13,google display,44.0
1897,2024-02-12,Google Search,21.0
1898,invalid,Google Search,11.0
1899,2023-12-04,google search,3.0
1900,2024-02-26,Instagram Ads,53.0
1901,2023-12-10,fb_ads,32.0
1902,2024-02-20,,1.0
1903,2024-02-22,Referral,16.0
1904,2024-03-24,Direct,25.0
1905,2024-02-26,Facebook Ads,45.0
1906,2024-01-02,Referral,7.0
1907,2024-01-24,Referral,25.0
1908,2024-02-27,TikTok Ads,44.0
1909,2024-02-15,Facebook Ads,42.0
1910,invalid,Email,37.0
1911,19/04/2024,Facebook Ads,42.0
1912,2024-04-26,,43.0
1913,2023-12-30,Referral,27.0
1914,2024-01-19,Referral,52.0
1915,,,18.0
1916,2024-03-26,TikTok Ads,35.0
1917,07/01/2024,Google Search,22.0
1918,2024-01-30,Google Search,33.0
1919,2024-04-02,google-Search,35.0
1920,2024-03-14,Direct,22.0
1921,2024-03-01,Referral,18.0
1922,2024-03-24,TicTok Ads,23.0
1923,2024-03-08,Referral,19.0
1924,2024-02-26,email,40.0
1925,2024-03-28,google search,49.0
1926,14/04/2024,Organic Search,18.0
1927,13/02/2024,Instagram Ads,40.0
1928,2024-02-14,Google Display,1.0
1929,2024-03-07,direct,4.0
1930,2024-02-13,google-Search,21.0
1931,2024-01-19,,999.0
1932,2024-03-04,Google Display,1.0
1933,2024-01-14,Instagram Ads,44.0
1934,2023-12-24,Referral,2.0
1935,2024-02-16,Google Display,20.0
1936,2023-12-17,Referral,44.0
1937,2024-01-26,Email,10.0
1938,2024-01-12,Facebook Ads,51.0
1939,2024-01-02,referral,19.0
1940,2024-04-01,Email,39.0
1941,2024-03-08,Google Display,15.0
1942,invalid,Direct,15.0
1943,17/04/2024,Facebook Ads,51.0
1944,2024-03-27,TikTok Ads,47.0
1945,2024-03-24,Email,37.0
1946,2024-01-28,referral,53.0
1947,2023-12-15,GOOGLE SEARCH,29.0
1948,2024-01-18,Google Display,46.0
1949,2024-03-28,Google Search,19.0
1950,2024-04-11,Direct,5.0
1951,2024-01-02,,18.0
1952,2024-02-01,Email,46.0
1953,2024-03-27,Google Search,14.0
1954,26/01/2024,Direct,23.0
1955,2024-01-15,ORGANIC_SEARCH,37.0
1956,12/03/2024,Direct,4.0
1957,2024-02-20,Google  Display,36.0
1958,2024-01-11,TikTok Ads,44.0
1959,08/02/2024,Facebook Ads,2.0
1960,2023-12-27,Instagram Ads,39.0
1961,2024-04-26,Referral,41.0
1962,,Direct,36.0
1963,2024-01-02,Organic Search,14.0
1964,2024-04-21,TikTok Ads,26.0
1965,2024-03-05,Facebook Ads,28.0
1966,2024-04-23,Referral,4.0
1967,2024-02-26,Referral,
1968,2023-12-06,Google  Display,12.0
1969,2024-04-10,Organic Search,14.0
1970,2024-02-24,eMail,12.0
1971,2024-02-19,Organic Search,47.0
1972,16/02/2024,TikTok Ads,24.0
1973,2024-01-27,Referral,14.0
1974,05/12/2023,,52.0
1975,2023-12-12,EMAIL,14.0
1976,2023-12-31,Organic Search,18.0
1977,2023-12-07,Organic Search,42.0
1978,2024-01-29,Facebook Ads,6.0
1979,2024-03-29,Direct,7.0
1980,2024-01-23,Google Display,35.0
1981,2024-01-05,Facebook Ads,52.0
1982,2024-01-09,referal,10.0
1983,2024-02-10,Direct,8.0
1984,2024-02-05,Direct,999.0
1985,2024-04-12,Direct,1.0
1986,12/03/2024,Email,12.0
1987,2024-04-01,Organic Search,38.0
1988,2024-02-03,Organic Search,40.0
1989,2024-03-10,Organic  Search,7.0
1990,2024-04-26,Instagram Ads,14.0
1991,2024-03-28,fb_ads,49.0
1992,2024-02-22,Google Search,16.0
1993,,Referral,50.0
1994,14/04/2024,REFERRAL,13.0
1995,2024-02-25,tik_tok_ads,17.0
1996,2024-02-20,Referral,4.0
1997,2024-03-15,Referral,22.0
1998,2024-01-04,DIRECT,18.0
1999,2024-02-15,Google Search,22.0
2000,2023-12-24,Google Search,10.0
2001,15/12/2023,Direct,5.0
2002,2024-02-17,Organic Search,3.0
2003,2024-01-27,Google  Display,34.0
2004,2024-01-26,Facebook Ads,18.0
2005,invalid,Google Search,53.0
2006,2024-02-02,Referral,8.0
2007,2024-03-08,Facebook Ads,2.0
2008,2024-04-24,Email,16.0
2009,2024-03-24,Instagram Ads,42.0
2010,,Google Display,25.0
2011,2024-03-19,referal,42.0
2012,2024-04-26,,15.0
2013,invalid,Email,42.0
2014,2023-12-11,Referral,35.0
2015,2024-02-03,TikTok Ads,22.0
2016,2024-01-17,Direct,52.0
2017,2024-04-25,Google Display,8.0
2018,,Referral,36.0
2019,20/03/2024,Google Display,0.0
2020,2023-12-27,Referral,10.0
2021,2024-01-04,EMAIL,18.0
2022,2024-03-22,Google Search,1.0
2023,2024-01-18,Organic Search,8.0
2024,2023-12-22,Facebook Ads,16.0
2025,10/02/2024,tik_tok_ads,33.0
2026,2024-03-16,Google Display,35.0
2027,2023-12-31,TikTok Ads,33.0
2028,15/02/2024,Instagram Ads,29.0
2029,2024-01-30,direct,16.0
2030,2024-01-04,Direct,6.0
2031,2024-02-13,Referral,1.0
2032,,Referral,54.0
2033,2024-02-09,Direct,33.0
2034,2024-02-16,Email,12.0
2035,2024-02-15,Instagram Ads,15.0
2036,2024-04-15,Google Search,19.0
2037,2023-12-07,instagram ads,30.0
2038,2024-02-11,Google Search,13.0
2039,2024-03-08,TikTok Ads,11.0
2040,2024-03-17,Organic Search,25.0
2041,2024-03-02,Email,44.0
2042,2023-12-09,Google Search,13.0
2043,2024-04-04,Google Display,38.0
2044,2024-03-14,instagram ads,22.0
2045,2024-04-10,direct,26.0
2046,2023-12-16,facebook ads,15.0
2047,2024-03-24,Google Display,16.0
2048,2024-04-26,TikTok Ads,32.0
2049,2024-03-10,tiktok ads,7.0
2050,2024-01-19,referal,46.0
2051,2024-02-18,Instagram Ads,17.0
2052,2024-04-12,Organic Search,10.0
2053,2024-03-27,Organic Search,15.0
2054,2024-02-13,Facebook Ads,999.0
2055,,direct,35.0
2056,2024-02-03,Google Search,48.0
2057,2024-03-15,direct,32.0
2058,2024-03-30,tik_tok_ads,36.0
2059,2024-01-10,Direct,36.0
2060,2024-04-14,Organic Search,4.0
2061,2024-01-26,GOOGLE DISPLAY,27.0
2062,2024-01-18,Organic Search,40.0
2063,2023-12-04,TikTok Ads,4.0
2064,2024-03-19,Facebook Ads,45.0
2065,2024-01-21,Organic Search,2.0
2066,2023-12-04,Referral,49.0
2067,2024-04-21,Direct,42.0
2068,,,50.0
2069,2024-01-19,Referral,29.0
2070,2024-04-03,Referral,4.0
2071,2024-02-27,Organic Search,44.0
2072,2024-02-10,Facebook Ads,38.0
2073,2024-02-23,EMAIL,27.0
2074,2024-01-14,Instagram Ads,48.0
2075,2024-02-23,Instagram Ads,23.0
2076,2024-01-21,Facebook Ads,46.0
2077,08/01/2024,TikTok Ads,50.0
2078,2024-03-31,ORGANIC_SEARCH,52.0
2079,2024-04-06,Email,33.0
2080,2024-04-03,Direct,36.0
2081,2024-01-09,Email,21.0
2082,2024-03-10,Direct,3.0
2083,11/03/2024,Google Display,45.0
2084,2024-01-06,Email,40.0
2085,2024-01-21,Google Search,13.0
2086,2023-12-19,Instagram Ads,26.0
2087,2024-02-17,Direct ,7.0
2088,07/01/2024,google-Search,999.0
2089,2024-03-28,Email,53.0
2090,2024-03-06,Google Search,48.0
2091,2024-04-25,Referral,28.0
2092,2024-01-17,Email,38.0
2093,2024-01-10,TikTok Ads,48.0
2094,2024-04-12,Referral,29.0
2095,21/04/2024,Google Search,11.0
2096,2024-03-05,,15.0
2097,2024-01-02,Instagram Ads,41.0
2098,2023-12-06,Google Display,51.0
2099,2023-12-22,Instagram Ads,18.0
2100,2024-04-28,TikTok Ads,5.0
2101,15/02/2024,Referral,35.0
2102,2024-04-13,Google Display,46.0
2103,2023-12-13,Email,50.0
2104,2024-03-25,Instagram Ads,21.0
2105,2024-04-24,Google Search,41.0
2106,2023-12-22,Google Search,53.0
2107,2024-01-22,Direct,36.0
2108,2024-02-18,Organic Search,37.0
2109,2024-04-19,Referral,0.0
2110,2024-02-22,Referral,30.0
2111,2024-01-14,Google Display,14.0
2112,2024-02-06,Direct,36.0
2113,2024-04-02,,7.0
2114,2024-03-20,Email,39.0
2115,2024-01-12,Google Search,26.0
2116,2023-12-24,Organic  Search,14.0
2117,invalid,Email,4.0
2118,2024-01-31,Instagram Ads,16.0
2119,2024-02-11,Instagram Ads,3.0
2120,2024-04-11,Google Display,29.0
2121,02/04/2024,Email,20.0
2122,2024-01-31,Google Display,17.0
2123,2024-04-03,instagram ads,15.0
2124,2024-02-05,referral,30.0
2125,2023-12-08,Google Search,18.0
2126,2023-12-05,Email,14.0
2127,2024-04-03,TikTok Ads,16.0
2128,2024-02-26,referal,46.0
2129,2024-03-31,Facebook Ads,7.0
2130,2024-01-28,Google Display,13.0
2131,14/03/2024,Google Display,4.0
2132,2024-03-26,direct,48.0
2133,2024-03-06,TikTok Ads,38.0
2134,2024-02-21,Facebook Ads,30.0
2135,2024-01-25,Google Display,12.0
2136,2024-01-05,Instagram Ads,40.0
2137,2024-01-17,Facebook Ads,13.0
2138,2024-01-18,TikTok Ads,4.0
2139,2024-03-13,,10.0
2140,2024-03-16,EMAIL,1.0
2141,2023-12-17,Google Display,5.0
2142,2024-02-05,referal,18.0
2143,2024-01-05,Instagram Ads,2.0
2144,2024-02-29,Google Display,50.0
2145,2023-12-26,Instagram Ads,8.0
2146,2024-03-12,Direct,4.0
2147,2024-01-29,Referral,50.0
2148,2024-01-24,Direct ,49.0
2149,2023-12-25,Instagram Ads,26.0
2150,2024-03-06,eMail,3.0
2151,2023-12-08,Google Search,38.0
2152,2024-02-06,,23.0
2153,2024-03-02,TikTok Ads,8.0
2154,2024-04-07,instagram ads,18.0
2155,2024-04-10,Instgram Ads,34.0
2156,2024-03-15,Facebook Ads,0.0
2157,2024-02-01,Email,19.0
2158,2024-02-18,Facebook Ads,3.0
2159,2024-03-10,Google Search,24.0
2160,2024-02-06,Email,24.0
2161,2024-02-04,Referral,48.0
2162,2023-12-17,Organic Search,41.0
2163,2024-01-28,Google  Display,46.0
2164,2024-01-07,organic search,29.0
2165,2024-01-15,Referral,17.0
2166,2024-01-11,Direct ,41.0
2167,2024-02-26,Facebook Ads,28.0
2168,2024-04-20,TikTok Ads,42.0
2169,2024-04-20,Facebook Ads,6.0
2170,invalid,fb_ads,26.0
2171,,EMAIL,15.0
2172,2024-04-26,google display,24.0
2173,2023-12-29,TikTok Ads,39.0
2174,2024-02-11,Referral,48.0
2175,2023-12-03,Direct,10.0
2176,2023-12-28,Google Display,49.0
2177,2024-04-29,referal,35.0
2178,2024-02-12,Instagram Ads,51.0
2179,2024-02-27,Google Display,48.0
2180,2024-01-20,tik_tok_ads,46.0
2181,,Referral,33.0
2182,2023-12-08,Google Search,22.0
2183,2024-02-02,Instgram Ads,35.0
2184,2024-02-23,Gogle Search,27.0
2185,2024-01-25,DIRECT,50.0
2186,2024-04-09,Referral,23.0
2187,2023-12-08,Google Search,5.0
2188,2024-01-23,Direct,7.0
2189,2024-01-04,Referral,23.0
2190,2024-04-09,,50.0
2191,,Organic Search,16.0
2192,2024-03-31,TikTok Ads,21.0
2193,2024-02-13,Organic Search,34.0
2194,2024-03-23,Google Search,25.0
2195,invalid,Google Search,14.0
2196,2024-01-18,Google Search,23.0
2197,2024-02-21,Googel Display,1.0
2198,2024-02-01,Direct,48.0
2199,2023-12-24,EMAIL,24.0
2200,2024-02-29,Email,44.0
2201,15/02/2024,direct,4.0
2202,2024-03-22,insta_Ads,34.0
2203,2024-03-19,,22.0
2204,2024-04-14,TikTok Ads,13.0
2205,2024-01-25,TikTok Ads,37.0
2206,2024-03-22,Referral,32.0
2207,2023-12-08,,33.0
2208,2024-04-19,Facebook Ads,43.0
2209,2024-03-02,Facebook Ads,42.0
2210,01/12/2023,REFERRAL,29.0
2211,invalid,TikTok Ads,43.0
2212,2024-01-19,TikTok Ads,10.0
2213,2024-02-22,Instagram Ads,53.0
2214,2024-02-05,Google Search,20.0
2215,15/01/2024,Email,40.0
2216,2024-02-09,Email,51.0
2217,12/01/2024,Instagram Ads,8.0
2218,2024-01-16,Google Display,52.0
2219,2024-04-01,Direct,3.0
2220,2023-12-07,Facebook Ads,1.0
2221,2024-01-21,Email,51.0
2222,2024-01-29,Google Search,49.0
2223,2024-01-31,,4.0
2224,2024-02-04,FB Ads,23.0
2225,2023-12-01,Organic  Search,43.0
2226,2023-12-20,Google Display,41.0
2227,2023-12-28,Facebook Ads,17.0
2228,2024-03-05,Instagram Ads,23.0
2229,2023-12-18,direct,42.0
2230,2023-12-19,Googel Search,22.0
2231,2023-12-22,Facebook Ads,4.0
2232,12/12/2023,Referral,27.0
2233,2024-01-24,TikTok Ads,27.0
2234,2024-03-30,Instagram Ads,13.0
2235,2023-12-17,Direct,3.0
2236,2023-12-02,Facebook Ads,14.0
2237,2024-01-02,TikTok Ads,37.0
2238,2024-01-31,Organic Search,2.0
2239,2024-01-28,Google Display,999.0
2240,2024-03-15,Google Display,29.0
2241,2024-02-17,Email,21.0
2242,2024-01-26,Direct ,17.0
2243,2024-02-18,Google Display,49.0
2244,2024-03-04,Google Search,32.0
2245,2024-02-03,Direct,15.0
2246,2024-01-14,referal,49.0
2247,2024-03-11,Google Display,53.0
2248,2024-03-30,Organic Search,29.0
2249,26/04/2024,Referral,14.0
2250,2024-02-03,Google Search,53.0
2251,2024-02-07,Email,50.0
2252,05/01/2024,Email,13.0
2253,2024-04-11,Direct,24.0
2254,2024-03-11,Facebook Ads,43.0
2255,2024-04-12,Instagram Ads,0.0
2256,2023-12-02,Direct,17.0
2257,2024-02-15,Email,43.0
2258,2024-03-09,Referral,49.0
2259,2024-03-18,Organic Search,33.0
2260,2023-12-28,Email,32.0
2261,28/03/2024,referal,54.0
2262,,,8.0
2263,04/01/2024,Google Search,27.0
2264,2024-03-22,Facebook Ads,13.0
2265,2024-02-21,Facebook Ads,37.0
2266,2023-12-06,Email,26.0
2267,2024-02-01,Instgram Ads,34.0
2268,2023-12-23,google-Search,8.0
2269,2024-01-22,ORGANIC_SEARCH,26.0
2270,2024-04-07,Direct,50.0
2271,2024-01-14,Direct ,13.0
2272,2024-01-01,Email,35.0
2273,2023-12-17,Google Display,31.0
2274,2023-12-19,Instagram Ads,52.0
2275,2024-01-27,Direct,28.0
2276,2024-03-24,Organic Search,30.0
2277,2023-12-15,Gogle Search,7.0
2278,2024-02-15,Organic Search,23.0
2279,2024-03-27,Gogle Search,16.0
2280,2024-02-02,Email,6.0
2281,2023-12-06,Organic Search,3.0
2282,2024-01-27,organic search,6.0
2283,2024-01-25,GOOGLE DISPLAY,34.0
2284,2024-04-09,instagram ads,10.0
2285,2023-12-11,instagram ads,50.0
2286,2024-01-01,Facebook Ads,47.0
2287,invalid,Referral,34.0
2288,2024-02-06,Instagram Ads,45.0
2289,2024-01-21,GOOGLE DISPLAY,47.0
2290,2024-02-20,Referral,34.0
2291,2024-04-24,Google Display,19.0
2292,2024-01-29,Facebok Ads,35.0
2293,2024-02-24,Referral,16.0
2294,10/02/2024,EMAIL,45.0
2295,27/02/2024,REFERRAL,50.0
2296,2023-12-05,TikTok Ads,8.0
2297,2024-01-26,Organic Search,13.0
2298,2024-01-27,Facebook Ads,36.0
2299,2024-03-25,Direct,10.0
2300,invalid,,9.0
2301,2024-03-02,TikTok Ads,36.0
2302,2023-12-29,Referral,9.0
2303,2024-02-26,Facebook Ads,51.0
2304,2024-01-23,Google Display,42.0
2305,2024-03-08,Direct,47.0
2306,invalid,REFERRAL,28.0
2307,2023-12-07,direct,26.0
2308,2023-12-28,,50.0
2309,2024-03-20,,15.0
2310,2023-12-05,Instagram Ads,53.0
2311,2023-12-10,TikTok Ads,24.0
2312,2024-03-18,TikTok Ads,52.0
2313,2024-04-25,Google Display,17.0
2314,2024-04-22,TikTok Ads,9.0
2315,2024-04-17,Direct,0.0
2316,2024-03-26,google-Search,23.0
2317,2024-01-13,Email,5.0
2318,2024-04-28,Direct,41.0
2319,2024-02-19,Direct ,47.0
2320,2024-02-28,Organic Search,16.0
2321,2024-04-29,Facebook Ads,44.0
2322,2024-01-04,Organic Search,5.0
2323,2024-01-14,Direct,10.0
2324,2024-02-12,Organic Search,21.0
2325,28/01/2024,Instagram Ads,50.0
2326,2024-02-29,Referral,45.0
2327,2024-01-26,FB Ads,47.0
2328,2024-03-28,Facebook Ads,7.0
2329,2024-02-10,Instagram Ads,20.0
2330,2023-12-17,Direct,38.0
2331,2024-02-09,Organic Search,25.0
2332,invalid,,26.0
2333,2024-03-09,Google Display,19.0
2334,2024-04-22,Facebook Ads,47.0
2335,2023-12-15,Facebook Ads,46.0
2336,2024-01-29,Organic Search,44.0
2337,2024-03-06,Google Search,52.0
2338,invalid,Google Display,33.0
2339,2024-01-16,TikTok Ads,38.0
2340,2024-03-18,Google Search,50.0
2341,2024-02-03,Google Display,36.0
2342,2023-12-24,,14.0
2343,2024-04-11,Organic  Search,45.0
2344,2024-03-12,Instagram Ads,16.0
2345,2024-03-17,Direct,5.0
2346,2024-01-14,TikTok Ads,22.0
2347,2024-02-14,Email,7.0
2348,2024-04-18,Referral,6.0
2349,2024-02-01,GOOGLE DISPLAY,6.0
2350,2024-04-20,Google Search,15.0
2351,2024-01-07,insta_Ads,31.0
2352,2024-04-10,Instagram Ads,41.0
2353,2024-04-03,Google Search,14.0
2354,2024-03-24,direct,5.0
2355,2024-01-02,Googel Search,24.0
2356,2024-02-23,Referral,17.0
2357,18/03/2024,Google Search,4.0
2358,2024-03-20,,53.0
2359,13/03/2024,Google Display,5.0
2360,2024-01-18,Google Display,47.0
2361,2024-01-27,Referral,38.0
2362,2024-01-01,Facebook Ads,10.0
2363,2024-01-30,Referral,14.0
2364,2024-04-04,Instagram Ads,9.0
2365,21/01/2024,ORGANIC_SEARCH,12.0
2366,2024-03-19,Referral,36.0
2367,2024-01-17,Direct,27.0
2368,2024-04-02,Google Display,999.0
2369,2023-12-30,TikTok Ads,40.0
2370,2024-01-01,Google Display,20.0
2371,2024-01-01,insta_Ads,26.0
2372,,Referral,13.0
2373,2024-03-16,Referral,8.0
2374,09/03/2024,Instagram Ads,11.0
2375,2024-02-10,Email,14.0
2376,2024-03-08,Direct,29.0
2377,,Organic Search,7.0
2378,2023-12-05,direct,37.0
2379,08/01/2024,Organic Search,3.0
2380,13/01/2024,Referral,36.0
2381,2024-04-22,Facebook Ads,12.0
2382,2024-03-20,Direct,39.0
2383,2024-02-29,Referral,21.0
2384,2024-01-25,Referral,46.0
2385,2024-03-22,,15.0
2386,invalid,Direct ,34.0
2387,2024-01-13,Google Display,50.0
2388,2023-12-10,Google Search,8.0
2389,2024-03-24,Google Display,6.0
2390,2024-01-29,Facebook Ads,49.0
2391,2023-12-08,Email,49.0
2392,12/03/2024,Google Search,17.0
2393,2023-12-27,TicTok Ads,18.0
2394,2024-01-09,,15.0
2395,,Google Display,30.0
2396,2024-04-17,Google Display,25.0
2397,2024-01-22,Facebook Ads,46.0
2398,2024-04-03,,10.0
2399,2024-03-17,Facebook Ads,30.0
2400,23/12/2023,Google  Search,18.0
2401,2024-04-24,Instagram Ads,31.0
2402,2024-04-23,GOOGLE DISPLAY,35.0
2403,2024-01-27,,44.0
2404,2024-04-22,TikTok Ads,32.0
2405,2024-04-29,Google Display,6.0
2406,2023-12-30,Email,46.0
2407,2024-03-09,Instagram Ads,19.0
2408,2024-04-27,Instagram Ads,53.0
2409,2024-04-22,Referral,28.0
2410,2024-02-28,eMail,16.0
2411,2024-04-27,EMAIL,6.0
2412,2024-02-15,ORGANIC_SEARCH,39.0
2413,2024-02-06,Referral,28.0
2414,2024-02-10,Google Search,10.0
2415,2023-12-08,Google Search,6.0
2416,2024-01-07,Google Search,41.0
2417,invalid,direct,17.0
2418,2023-12-04,Organic Search,35.0
2419,2024-01-23,Email,3.0
2420,2024-04-19,Direct,25.0
2421,2024-01-08,TikTok Ads,51.0
2422,2024-04-14,Direct,29.0
2423,2024-04-01,Facebook Ads,3.0
2424,2023-12-07,Google Search,43.0
2425,04/04/2024,Referral,40.0
2426,2024-03-19,,32.0
2427,2024-04-26,Facebook Ads,24.0
2428,2023-12-31,Google Search,51.0
2429,2024-04-10,google display,22.0
2430,2024-04-05,Instagram Ads,48.0
2431,2024-01-01,Facebook Ads,27.0
2432,2024-04-15,TikTok Ads,43.0
2433,2024-04-11,Google Display,17.0
2434,2024-02-22,Email,36.0
2435,2024-03-07,Direct ,15.0
2436,2024-03-31,,32.0
2437,2024-03-15,tik_tok_ads,6.0
2438,2024-01-28,TikTok Ads,38.0
2439,2024-04-14,Email,27.0
2440,28/12/2023,Instagram Ads,3.0
2441,2024-02-04,Google Display,29.0
2442,2024-02-27,TikTok Ads,14.0
2443,2024-04-04,Organic Search,12.0
2444,2024-01-07,Referral,32.0
2445,2024-01-28,Organic Search,18.0
2446,2024-04-14,Organic Search,13.0
2447,2024-03-10,Google Display,12.0
2448,2024-01-14,Facebook Ads,36.0
2449,2024-03-11,Facebook Ads,22.0
2450,,TikTok Ads,54.0
2451,2024-01-08,google search,44.0
2452,2024-03-21,EMAIL,45.0
2453,03/02/2024,Direct,35.0
2454,2024-01-29,Google Search,9.0
2455,2024-02-22,Direct,16.0
2456,14/04/2024,Google Display,18.0
2457,2024-01-12,Google Search,51.0
2458,27/01/2024,Referral,12.0
2459,2024-01-30,fb_ads,19.0
2460,2024-02-28,TikTok Ads,3.0
2461,2024-01-19,Google Display,15.0
2462,2024-01-25,Organic Search,10.0
2463,2024-01-25,Google Search,13.0
2464,2024-02-10,Google Display,24.0
2465,2024-03-28,Google Search,37.0
2466,2024-04-15,referral,51.0
2467,2023-12-01,Referral,24.0
2468,2024-02-02,Instagram Ads,4.0
2469,2023-12-27,,35.0
2470,,Direct ,48.0
2471,2024-01-17,Email,41.0
2472,2024-03-16,Organic Search,40.0
2473,invalid,Google Display,34.0
2474,2024-03-23,,44.0
2475,2024-03-04,Facebook Ads,9.0
2476,2023-12-01,Instagram Ads,
2477,2024-04-18,Google Display,37.0
2478,29/03/2024,Google Search,24.0
2479,2024-04-04,Google Search,9.0
2480,2024-03-05,TikTok Ads,45.0
2481,2023-12-30,TikTok Ads,17.0
2482,2024-02-17,Email,8.0
2483,2024-01-22,email,52.0
2484,2024-03-31,TikTok Ads,41.0
2485,2023-12-22,Instagram Ads,36.0
2486,2024-01-10,Organic Search,30.0
2487,2024-01-30,Email,18.0
2488,02/12/2023,TikTok Ads,53.0
2489,2023-12-03,Email,8.0
2490,2024-04-10,Facebook Ads,4.0
2491,2024-01-14,Instagram Ads,33.0
2492,2024-01-14,Direct,49.0
2493,15/12/2023,Referral,35.0
2494,2023-12-11,Email,23.0
2495,2024-03-21,TikTok Ads,16.0
2496,28/12/2023,Referral,21.0
2497,2024-02-14,organic search,31.0
2498,2023-12-27,Instagram Ads,20.0
2499,invalid,Organic  Search,43.0
2500,2024-01-22,Google Search,7.0
2501,2024-04-13,Facebook Ads,9.0
2502,2024-01-07,ORGANIC_SEARCH,21.0
2503,2023-12-05,Google Search,15.0
2504,2024-02-26,TikTok Ads,9.0
2505,2023-12-07,Referral,28.0
2506,2024-04-29,TikTok Ads,34.0
2507,2024-04-12,TikTok Ads,27.0
2508,2024-04-22,Google Search,33.0
2509,2024-02-07,Direct,48.0
2510,,TikTok Ads,4.0
2511,2024-01-07,fb_ads,16.0
2512,2024-03-18,Facebook Ads,50.0
2513,2024-03-05,Direct,28.0
2514,20/04/2024,Facebook Ads,31.0
2515,2024-04-06,Email,40.0
2516,2024-03-21,TikTok Ads,16.0
2517,2024-01-24,google search,48.0
2518,2024-03-04,Instagram Ads,13.0
2519,2024-02-16,,38.0
2520,29/12/2023,Referral,53.0
2521,2024-01-28,direct,12.0
2522,2024-01-13,Referral,1.0
2523,invalid,Direct,13.0
2524,2024-03-03,instagram ads,15.0
2525,2024-03-29,Facebook Ads,19.0
2526,2024-03-23,Referral,21.0
2527,2024-04-09,Email,4.0
2528,2023-12-24,TikTok Ads,40.0
2529,2024-02-02,Email,9.0
2530,2024-01-08,Referral,30.0
2531,2024-04-25,Google Display,11.0
2532,2024-03-05,Facebook Ads,39.0
2533,2023-12-09,TikTok Ads,38.0
2534,2024-01-05,Google Search,13.0
2535,,Instagram Ads,44.0
2536,2024-01-18,Referral,24.0
2537,2024-03-24,Google Display,15.0
2538,2023-12-12,Organic Search,23.0
2539,2024-03-05,Organic Search,0.0
2540,2024-02-26,Organic Search,15.0
2541,invalid,eMail,26.0
2542,2024-03-30,Email,54.0
2543,2024-02-01,instagram ads,6.0
2544,2024-04-27,REFERRAL,15.0
2545,2024-01-09,Referral,24.0
2546,2024-02-25,,42.0
2547,2024-03-21,Organic Search,43.0
2548,15/03/2024,Google Search,20.0
2549,2024-04-17,Google Display,41.0
2550,2024-02-13,Googel Display,37.0
2551,2024-04-22,Google Search,21.0
2552,2024-01-14,Facebook Ads,8.0
2553,2023-12-04,Google Search,23.0
2554,16/12/2023,TikTok Ads,35.0
2555,09/03/2024,Referral,52.0
2556,2024-03-13,TikTok Ads,50.0
2557,2024-02-19,Facebook Ads,26.0
2558,2024-03-26,google display,15.0
2559,,Organic Search,33.0
2560,2024-01-27,Referral,8.0
2561,2024-02-28,Google Display,34.0
2562,2024-04-15,Google Display,36.0
2563,2024-04-28,Direct,32.0
2564,2023-12-30,Organic Search,21.0
2565,2024-01-12,Organic  Search,50.0
2566,2023-12-19,Referral,6.0
2567,2024-03-09,Organic Search,21.0
2568,2024-04-26,tiktok ads,45.0
2569,2024-01-16,TikTok Ads,4.0
2570,2023-12-03,Google Search,8.0
2571,2023-12-13,Facebook Ads,44.0
2572,2024-04-14,REFERRAL,24.0
2573,2023-12-30,Instagram Ads,20.0
2574,2024-03-02,Instagram Ads,19.0
2575,2024-03-09,Google Search,46.0
2576,2024-01-01,TikTok Ads,53.0
2577,2023-12-15,Instagram Ads,39.0
2578,2024-04-13,Google Display,19.0
2579,2024-03-06,Referral,38.0
2580,2023-12-12,,45.0
2581,2024-01-14,Google Display,43.0
2582,2023-12-04,insta_Ads,45.0
2583,2024-03-13,TikTok Ads,3.0
2584,2024-02-02,TikTok Ads,36.0
2585,2024-03-19,insta_Ads,30.0
2586,invalid,Google Search,6.0
2587,2023-12-03,Referral,51.0
2588,,facebook ads,14.0
2589,2024-02-25,Facebook Ads,6.0
2590,2024-01-24,TikTok Ads,24.0
2591,2024-04-13,Instagram Ads,46.0
2592,2024-04-10,Instagram Ads,17.0
2593,20/12/2023,Direct,18.0
2594,2024-03-16,TikTok Ads,47.0
2595,2024-03-21,eMail,10.0
2596,16/04/2024,Email,18.0
2597,2023-12-26,Email,46.0
2598,2024-03-04,Organic Search,47.0
2599,2024-01-11,Organic Search,37.0
2600,invalid,TikTok Ads,25.0
2601,2024-04-28,Google Display,12.0
2602,2024-01-27,Instagram Ads,7.0
2603,2024-01-02,Email,26.0
2604,2023-12-11,Google Search,45.0
2605,27/04/2024,Referral,22.0
2606,2024-01-05,Email,38.0
2607,2024-03-05,TikTok Ads,20.0
2608,invalid,Google Display,44.0
2609,2024-03-04,Google Display,40.0
2610,2024-02-27,Facebook Ads,43.0
2611,2024-01-05,FB Ads,6.0
2612,2024-02-05,Google  Search,17.0
2613,2023-12-19,instagram ads,42.0
2614,2024-03-15,Organic Search,30.0
2615,2023-12-02,Direct,18.0
2616,2023-12-21,Google  Display,3.0
2617,2024-03-13,Google Search,6.0
2618,2024-04-19,Google Search,51.0
2619,2024-01-21,Organic Search,26.0
