session_id,user_id,session_start,device,source_channel,pages_viewed
8931,8216.0,2024-02-22 08:52:30,tablet,Instagram Ads,-1.0
8932,921.0,2024-03-22 17:11:05,desktop,google-Search,13.0
8933,7060.0,2024-01-25 19:57:29,desktop,Referral,3.0
8934,8513.0,not_a_date,desktop,Referral,13.0
8935,1334.0,2024-03-24 07:17:39,mobile,Organic Search,3.0
8936,5748.0,2024-04-11 11:33:38,desktop,,1.0
8937,4903.0,2024-03-12 13:48:02,tab_let,Google Search,6.0
8938,5609.0,2024-03-27 11:20:55,tablet,Facebok Ads,15.0
8939,2631.0,2024-03-25 03:33:03,mobile,Referral,3.0
8940,5986.0,not_a_date,desktop,Referral,10.0
8941,6872.0,2024-02-06 05:35:23,desktop,Direct,4.0
8942,2531.0,2024-03-08 18:35:47,tablet,Email,7.0
8943,7518.0,2024-02-22 15:16:25,mobile,tik_tok_ads,8.0
8944,1257.0,,tablet,Google Search,10.0
8945,1669.0,2024-01-24 20:15:02,tablet,Instgram Ads,8.0
8946,6091.0,,mobile_web,referal,12.0
8947,4867.0,2024-03-10 10:37:58,Phone,Instagram Ads,7.0
8948,6612.0,2024-02-08 11:29:40,tablet,Organic Search,10.0
8949,8220.0,2024-02-11 08:54:08,mobile,Facebook Ads,8.0
8950,6024.0,2024-02-23 18:10:55,mobile,GOOGLE SEARCH,8.0
8951,3207.0,2024-02-18 09:02:41,mobile,Email,12.0
8952,2830.0,2024-04-26 04:55:58,desktop,Organic Search,2.0
8953,5555.0,2024-02-17 22:58:56,desktop,direct,1.0
8954,7883.0,2024-02-20 16:14:55,Phone,Facebook Ads,15.0
8955,8526.0,2024-01-20 01:10:08,desktop,TicTok Ads,
8956,266.0,2024-03-05 19:11:18,iPhone,referal,5.0
8957,7832.0,2024-01-05 23:15:24,mobile,Email,2.0
8958,1062.0,2024-03-15 05:51:55,Desktop,Facebook Ads,12.0
8959,8434.0,2024-01-29 18:09:38,Tablet,Referral,8.0
8960,452.0,2024-04-08 08:56:25,tablet,Instagram Ads,3.0
8961,8307.0,2024-04-07 07:18:57,tablet,email,13.0
8962,1945.0,2024-04-04 18:59:56,desktop,Organic Search,15.0
8963,474.0,2024-02-24 18:30:12,,fb_ads,7.0
8964,8359.0,2024-04-08 07:53:15,desktop,Direct,15.0
8965,661.0,2024-02-14 23:48:46,tablet,Referral,10.0
8966,2328.0,23/02/2024 09:29,mobile,Email,13.0
8967,7032.0,2024-01-28 14:00:03,DESKTOP,Facebook Ads,13.0
8968,2865.0,2024-03-23 19:48:12,,Referral,9.0
8969,284.0,not_a_date,desktop,Email,8.0
8970,143.0,2024-04-29 04:07:14,desktop,Direct,7.0
8971,3985.0,2024-04-27 19:58:26,mobile,Email,5.0
8972,5368.0,2024-01-27 16:35:44,mobile,Google Search,6.0
8973,8447.0,2024-04-26 21:34:18,mobile,FB Ads,2.0
8974,7756.0,2024-02-09 11:39:33,tab_let,,-1.0
8975,4627.0,,tablet,Direct,1.0
8976,5206.0,2024-03-09 11:58:35,tablet,Direct,3.0
8977,95.0,2024-02-01 23:50:18,Desktop,google-Search,13.0
8978,2493.0,2024-03-23 23:15:03,Desktop,TikTok Ads,7.0
8979,1934.0,2024-02-06 21:44:07,desktop,Organic Search,9.0
8980,5686.0,2024-02-01 00:35:22,tablet,DIRECT,6.0
8981,,2024-01-16 07:48:23,mobile,Direct,8.0
8982,8512.0,2024-03-15 15:38:54,mobile,Direct,4.0
8983,3912.0,2024-03-14 09:15:24,mobile,Google Display,13.0
8984,3412.0,,mobile,Direct ,-1.0
8985,136.0,2024-03-01 21:50:08,TABLET,Direct,10.0
8986,409.0,2024-04-28 03:52:50,mobile,google display,14.0
8987,8511.0,2024-03-19 00:25:19,desktop,Organic Search,1.0
8988,4457.0,not_a_date,desktop,referal,13.0
8989,2996.0,2024-02-19 04:46:18,,REFERRAL,2.0
8990,6685.0,2024-02-20 10:29:05,desktop,ORGANIC_SEARCH,13.0
8991,8017.0,2024-02-22 18:25:58,mobile,TikTok Ads,14.0
8992,446.0,2024-04-07 02:41:58,tablet,Google Display,5.0
8993,2826.0,2024-03-25 23:34:32,mobile,instagram ads,2.0
8994,710.0,2024-04-08 01:50:43,desktop,Direct,10.0
8995,3625.0,2024-01-12 07:45:47,mobile,Google Search,5.0
8996,7400.0,2024-02-13 21:00:27,desktop,Direct ,
8997,8408.0,,mobile,facebook ads,10.0
8998,2049.0,2024-02-25 12:01:46,tablet,Google Display,1.0
8999,,09/01/2024 05:15,desktop,organic search,8.0
9000,3799.0,2024-03-10 08:11:06,Tablet,DIRECT,6.0
9001,1298.0,2024-02-04 11:23:09,,direct,2.0
9002,4569.0,2024-01-19 17:08:40,tablet,TikTok Ads,6.0
9003,1236.0,2024-01-31 05:34:36,Android,Organic Search,11.0
9004,,2024-01-10 17:22:35,tablet,Email,5.0
9005,930.0,2024-03-10 19:26:41,tablet,Organic Search,1.0
9006,2044.0,2024-04-17 11:31:39,tablet,google search,15.0
9007,1371.0,2024-03-22 12:22:55,DESKTOP,,12.0
9008,1371.0,2024-01-11 21:53:29,mobile,Googel Search,4.0
9009,5436.0,2024-04-09 03:58:15,Android,TikTok Ads,6.0
9010,1620.0,2024-01-24 04:07:39,mobile,Google Display,5.0
9011,3177.0,2024-01-30 20:43:34,tablet,tik_tok_ads,5.0
9012,7914.0,2024-01-02 14:23:41,desktop,Instgram Ads,12.0
9013,7122.0,2024-01-28 18:50:13,tablet,Google Display,4.0
9014,5675.0,22/01/2024 15:32,desk_top,Facebok Ads,10.0
9015,3840.0,2024-02-14 12:31:33,tablet,Direct,12.0
9016,1648.0,2024-02-02 12:42:42,desk_top,tiktok ads,10.0
9017,3616.0,2024-01-09 17:16:04,tablet,,7.0
9018,7512.0,2024-04-28 13:06:08,desktop,Direct,-1.0
9019,7789.0,,mobile,Google Search,6.0
9020,5574.0,2024-04-04 23:53:26,mobile,Instagram Ads,13.0
9021,1163.0,2024-02-13 04:38:16,desktop,Organic Search,8.0
9022,7057.0,2024-03-19 08:01:15,tablet,tiktok ads,12.0
9023,2055.0,2024-01-02 23:49:44,desktop,Google Search,10.0
9024,7075.0,2024-03-04 20:25:37,mobile,Referral,14.0
9025,6286.0,2024-01-22 13:14:22,desktop,TicTok Ads,8.0
9026,,2024-03-01 18:57:50,Desktop,Google Search,10.0
9027,6830.0,11/03/2024 04:00,mobile,instagram ads,9.0
9028,540.0,2024-02-28 10:03:02,mobile,Google Display,4.0
9029,3740.0,2024-03-07 15:22:39,iPhone,Organic Search,1.0
9030,963.0,2024-04-08 08:21:02,desktop,Google Search,5.0
9031,2740.0,2024-04-20 19:52:45,mobile,TikTok Ads,8.0
9032,669.0,2024-02-29 16:34:08,mobile,Googel Display,7.0
9033,6158.0,2024-01-11 11:56:53,desktop,email,3.0
9034,1996.0,2024-03-01 17:09:07,tablet,Organic Search,13.0
9035,6853.0,2024-01-15 23:20:04,mobile,TikTok Ads,1.0
9036,8465.0,2024-03-12 02:58:23,mobile,TikTok Ads,9.0
9037,3795.0,2024-03-27 07:41:55,Tablet,Facebook Ads,5.0
9038,2701.0,2024-02-11 23:56:33,Desktop,,2.0
9039,4166.0,2024-03-29 08:15:40,desktop,Direct,1.0
9040,4760.0,2024-02-05 05:30:37,mobile,insta_Ads,6.0
9041,6571.0,2024-03-13 17:59:03,mobile,Referral,8.0
9042,6980.0,2024-01-22 14:17:17,desktop,email,10.0
9043,3338.0,2024-02-24 01:14:24,Desktop,Google Search,3.0
9044,7492.0,2024-03-05 06:31:10,mobile_web,Google Display,6.0
9045,3229.0,2024-02-04 19:41:42,desktop,Instagram Ads,14.0
9046,2273.0,2024-02-19 12:05:37,desktop,Direct,
9047,7108.0,2024-03-19 06:35:17,mobile,Organic Search,9.0
9048,2779.0,2024-02-05 05:16:20,tablet,Email,10.0
9049,5464.0,2024-02-07 07:20:37,desktop,Direct,12.0
9050,3368.0,07/01/2024 17:48,mobile,Google Search,12.0
9051,3328.0,2024-01-20 05:28:50,tablet,Direct,6.0
9052,5746.0,2024-02-22 09:56:30,desktop,Instagram Ads,12.0
9053,5920.0,2024-01-06 14:37:22,tab_let,Referral,11.0
9054,5086.0,2024-04-04 06:30:29,mobile,Direct,3.0
9055,5557.0,2024-03-13 21:36:52,tablet,Email,8.0
9056,2893.0,not_a_date,desktop,Direct,8.0
9057,3795.0,2024-03-23 11:33:34,tablet,Email,5.0
9058,8254.0,2024-03-08 11:30:28,desktop,referal,4.0
9059,7890.0,2024-01-17 03:05:13,mobile,Referral,12.0
9060,1558.0,2024-04-03 04:32:48,desk_top,Direct,3.0
9061,1140.0,2024-04-20 11:37:07,Phone,,6.0
9062,6347.0,2024-03-04 19:35:51,mobile,TikTok Ads,8.0
9063,3886.0,12/03/2024 09:48,MOBILE,Facebook Ads,8.0
9064,5628.0,02/02/2024 11:26,desktop,FB Ads,9.0
9065,4757.0,2024-02-28 01:34:10,DESKTOP,Googel Search,13.0
9066,774.0,2024-02-14 23:58:50,desktop,ORGANIC_SEARCH,5.0
9067,4130.0,2024-02-29 18:35:49,mobile,Referral,9.0
9068,2381.0,2024-01-27 18:08:43,tablet,Instagram Ads,2.0
9069,4318.0,2024-01-25 12:25:42,tablet,Email,13.0
9070,4037.0,2024-03-22 16:07:54,mobile,Google Display,4.0
9071,3758.0,2024-04-06 16:46:41,mobile,insta_Ads,4.0
9072,5761.0,2024-03-24 16:03:40,mobile,Organic Search,3.0
9073,3616.0,18/03/2024 12:39,desktop,Google Display,
9074,5839.0,2024-02-12 11:20:01,Tablet,Google Display,14.0
9075,4207.0,05/04/2024 02:14,mobile,Organic  Search,4.0
9076,5345.0,2024-01-31 09:23:46,desktop,Organic Search,2.0
9077,7656.0,2024-04-04 15:29:17,tablet,TikTok Ads,6.0
9078,5446.0,2024-01-04 05:14:54,Android,Google Display,13.0
9079,7047.0,2024-01-25 05:12:09,tablet,Referral,9.0
9080,1213.0,2024-04-01 09:26:41,tablet,Google Search,7.0
9081,2969.0,not_a_date,mobile,Instagram Ads,3.0
9082,3140.0,2024-04-13 20:57:28,mobile,Organic Search,4.0
9083,6500.0,2024-04-16 23:11:11,Tablet,Facebook Ads,6.0
9084,1620.0,2024-04-24 16:06:03,tablet,,14.0
9085,2281.0,2024-04-16 15:32:15,Tablet,Direct,1.0
9086,6397.0,2024-03-05 06:02:11,mobile,insta_Ads,10.0
9087,1468.0,2024-03-29 15:27:34,TABLET,Organic Search,14.0
9088,8511.0,2024-04-22 20:56:33,desktop,Direct,10.0
9089,8058.0,2024-01-03 07:45:36,mobile,Referral,-1.0
9090,6968.0,2024-02-11 06:03:17,mobile,Google Search,5.0
9091,3564.0,2024-04-17 04:08:08,desktop,Direct,13.0
9092,7491.0,not_a_date,desktop,Email,1.0
9093,2973.0,2024-03-04 07:43:08,DESKTOP,Direct,13.0
9094,7465.0,2024-01-29 14:27:25,mobile,Organic Search,4.0
9095,4185.0,2024-03-20 06:40:12,desktop,Organic Search,6.0
9096,3496.0,2024-01-08 02:50:12,tablet,Google Display,6.0
9097,7224.0,2024-02-08 09:41:48,tablet,Direct,4.0
9098,4446.0,2024-03-07 11:51:38,MOBILE,Email,2.0
9099,1755.0,2024-04-28 15:42:53,iPhone,Google Search,12.0
9100,4261.0,2024-04-13 16:38:47,tablet,TikTok Ads,6.0
9101,6687.0,2024-03-25 12:18:34,tablet,,1.0
9102,7017.0,not_a_date,mobile,Email,15.0
9103,1563.0,2024-01-16 06:34:56,desktop,Google Search,13.0
9104,4434.0,24/01/2024 06:39,tablet,Instagram Ads,11.0
9105,7590.0,2024-01-26 09:04:30,desktop,Referral,3.0
9106,972.0,2024-03-19 22:24:30,tablet,Google Search,3.0
9107,5791.0,2024-03-24 08:04:08,desktop,google search,9.0
9108,7942.0,2024-03-20 04:50:59,mobile,Direct,3.0
9109,6693.0,2024-01-14 12:14:29,tablet,Google Search,15.0
9110,5402.0,2024-01-15 21:41:04,Mobile,Referral,15.0
9111,2462.0,2024-03-29 21:37:14,mobile,Google Display,12.0
9112,5374.0,2024-03-10 13:22:15,mobile,Direct,3.0
9113,7762.0,24/02/2024 05:10,mobile,Instagram Ads,6.0
9114,3416.0,2024-02-23 10:30:07,desktop,Google Display,6.0
9115,7160.0,2024-01-01 14:35:35,mobile,Organic Search,1.0
9116,7522.0,2024-03-18 01:52:24,tablet,Referral,7.0
9117,1620.0,2024-03-03 02:42:22,desk_top,Googel Search,3.0
9118,6468.0,2024-04-23 07:40:16,TABLET,Facebook Ads,7.0
9119,1696.0,2024-04-01 14:19:20,desktop,Instagram Ads,14.0
9120,942.0,2024-04-24 05:56:04,desktop,Email,10.0
9121,642.0,not_a_date,mobile,Referral,12.0
9122,7294.0,2024-01-20 09:04:41,Phone,TikTok Ads,4.0
9123,3985.0,2024-04-24 23:34:35,tablet,Instagram Ads,7.0
9124,5984.0,2024-02-28 13:54:57,desktop,Referral,12.0
9125,4691.0,2024-01-30 13:35:00,desktop,Email,1.0
9126,196.0,02/01/2024 18:01,tab_let,Organic  Search,3.0
9127,7552.0,not_a_date,desk_top,fb_ads,9.0
9128,322.0,2024-01-13 03:06:24,mobile,TikTok Ads,5.0
9129,743.0,2024-03-07 19:01:31,mobile,Google Search,10.0
9130,5935.0,not_a_date,tablet,Referral,15.0
9131,1816.0,2024-02-04 18:45:59,desktop,Direct,4.0
9132,4763.0,2024-03-17 07:05:57,mobile,TikTok Ads,4.0
9133,8065.0,not_a_date,Android,Facebook Ads,15.0
9134,6271.0,16/04/2024 05:20,desktop,Referral,14.0
9135,6601.0,2024-03-08 14:51:15,Desktop,Direct,11.0
9136,7246.0,2024-04-26 17:15:56,desktop,FB Ads,2.0
9137,8375.0,2024-01-21 13:58:25,tablet,Facebook Ads,1.0
9138,6881.0,2024-03-11 07:15:12,desktop,Direct ,12.0
9139,6155.0,2024-01-12 20:37:04,tablet,Organic Search,1.0
9140,435.0,2024-03-01 23:10:08,mobile,,8.0
9141,1437.0,,desktop,Instagram Ads,11.0
9142,6231.0,2024-04-28 22:49:02,mobile,Organic Search,6.0
9143,8388.0,2024-03-11 16:24:45,mobile,tiktok ads,8.0
9144,1765.0,2024-01-19 13:12:27,mobile,insta_Ads,8.0
9145,2403.0,2024-01-13 22:31:46,desktop,Email,6.0
9146,7566.0,2024-01-12 22:21:54,mobile,Direct,15.0
9147,7635.0,2024-03-23 03:15:18,mobile,Direct,14.0
9148,6678.0,2024-03-10 05:15:45,mobile,Direct,-1.0
9149,4545.0,,mobile,Google Search,11.0
9150,5507.0,2024-03-21 03:40:50,mobile,Organic Search,3.0
9151,5135.0,2024-01-24 04:47:42,DESKTOP,TicTok Ads,11.0
9152,4285.0,2024-04-20 03:53:00,desktop,Google Display,6.0
9153,5093.0,2024-01-13 23:03:49,tablet,Direct,4.0
9154,2857.0,,mobile,Referral,9.0
9155,2830.0,2024-04-26 08:36:31,,Google Display,6.0
9156,3184.0,2024-02-21 05:36:30,desktop,Google Search,15.0
9157,4060.0,2024-02-06 12:02:52,tablet,Organic Search,4.0
9158,8530.0,2024-01-02 13:08:14,desktop,Google Display,4.0
9159,3136.0,2024-03-05 06:30:37,TABLET,Email,
9160,2203.0,,mobile,,7.0
9161,2533.0,2024-02-21 07:14:11,mobile_web,Direct,6.0
9162,3110.0,2024-02-16 02:56:11,mobile,Google  Display,3.0
9163,534.0,2024-04-27 03:25:27,TABLET,,15.0
9164,4060.0,2024-02-06 17:27:38,tablet,Google Search,2.0
9165,1493.0,2024-04-20 09:53:44,tablet,Facebook Ads,11.0
9166,7231.0,2024-01-31 20:28:15,tab_let,Facebook Ads,4.0
9167,1250.0,2024-01-29 05:41:20,Tablet,google search,7.0
9168,2256.0,2024-03-17 19:18:59,mobile,Organic Search,1.0
9169,8233.0,2024-02-12 01:03:30,tablet,organic search,7.0
9170,3789.0,,mobile,Email,2.0
9171,7127.0,2024-02-01 23:19:15,Mobile,Email,14.0
9172,1673.0,,,Facebook Ads,-1.0
9173,5970.0,2024-01-15 08:29:25,desk_top,EMAIL,4.0
9174,5550.0,02/02/2024 07:49,desktop,Facebook Ads,10.0
9175,,2024-04-26 19:30:38,mobile,tiktok ads,4.0
9176,,2024-03-02 23:42:55,MOBILE,,7.0
9177,2906.0,2024-04-23 05:01:23,mobile,REFERRAL,13.0
9178,2554.0,2024-02-19 15:09:32,mobile,Organic Search,5.0
9179,8069.0,29/03/2024 06:47,tablet,DIRECT,12.0
9180,5026.0,2024-02-03 18:17:42,tablet,Referral,10.0
9181,2424.0,2024-03-19 04:30:20,tablet,Facebook Ads,10.0
9182,1945.0,02/02/2024 20:43,desktop,Direct,14.0
9183,6426.0,2024-04-20 05:28:44,mobile_web,tik_tok_ads,15.0
9184,830.0,18/03/2024 21:02,iPhone,Google Display,1.0
9185,2769.0,2024-01-26 12:52:27,tablet,Google Display,6.0
9186,5543.0,2024-04-01 04:08:22,mobile,instagram ads,11.0
9187,6483.0,2024-03-15 03:39:56,Phone,Facebook Ads,4.0
9188,2630.0,2024-02-26 05:19:57,,Google Search,12.0
9189,1227.0,2024-01-22 06:24:16,Tablet,Email,2.0
9190,1801.0,2024-01-31 00:49:43,tablet,Facebook Ads,4.0
9191,5184.0,2024-04-27 14:41:01,mobile,Facebook Ads,8.0
9192,3955.0,2024-03-04 21:51:18,desktop,Instagram Ads,3.0
9193,2363.0,2024-01-05 10:32:31,Desktop,,4.0
9194,3090.0,2024-01-27 14:37:33,mobile,google-Search,8.0
9195,2312.0,2024-03-25 05:57:16,tablet,Email,12.0
9196,6912.0,2024-03-08 21:12:55,desktop,Email,3.0
9197,1478.0,2024-02-16 06:33:46,mobile,TikTok Ads,1.0
9198,1521.0,2024-02-08 19:37:52,Tablet,Organic Search,3.0
9199,212.0,2024-03-05 10:05:54,mobile,,6.0
9200,6194.0,2024-04-17 23:12:03,mobile,Organic Search,12.0
9201,637.0,2024-01-20 00:32:35,mobile,Google  Display,9.0
9202,6578.0,2024-03-09 02:35:42,desktop,Email,7.0
9203,1264.0,2024-01-26 22:25:50,Mobile,TicTok Ads,11.0
9204,4007.0,2024-03-06 00:46:35,tablet,Instgram Ads,4.0
9205,4680.0,not_a_date,,Referral,6.0
9206,1393.0,2024-01-27 05:25:45,desktop,GOOGLE SEARCH,14.0
9207,2316.0,20/02/2024 14:12,mobile,,11.0
9208,7717.0,2024-03-31 20:37:31,Mobile,,4.0
9209,2463.0,2024-03-31 22:12:39,desk_top,Email,13.0
9210,7136.0,2024-04-23 06:22:10,tablet,Direct,8.0
9211,,2024-02-21 02:53:14,mobile,direct,11.0
9212,8185.0,2024-02-20 19:33:37,mobile,Email,5.0
9213,6173.0,2024-01-10 18:55:09,tablet,Google Search,14.0
9214,8209.0,2024-04-28 14:23:44,mobile,EMAIL,14.0
9215,6596.0,2024-02-14 12:35:02,mobile,Instagram Ads,13.0
9216,8490.0,2024-01-14 17:55:09,DESKTOP,Email,8.0
9217,4891.0,2024-01-04 13:17:25,DESKTOP,Instagram Ads,
9218,2789.0,2024-02-19 22:48:30,mobile,TikTok Ads,13.0
9219,516.0,2024-01-24 00:49:14,tablet,,12.0
9220,1065.0,,tab_let,Google Search,5.0
9221,5880.0,2024-03-10 02:01:20,mobile,Google Search,10.0
9222,5305.0,2024-03-21 13:13:51,mobile,Organic Search,4.0
9223,2862.0,not_a_date,desk_top,Direct,2.0
9224,3900.0,2024-03-06 10:59:57,tablet,Instagram Ads,7.0
9225,4079.0,2024-03-18 23:06:24,mobile,Google Search,15.0
9226,4043.0,2024-02-27 15:32:20,tablet,Organic Search,1.0
9227,5976.0,2024-04-13 02:50:46,desktop,Email,1.0
9228,8062.0,2024-04-04 09:25:24,mobile,Organic Search,13.0
9229,7110.0,2024-04-16 21:57:08,desktop,Google Search,1.0
9230,8099.0,2024-02-06 07:37:41,mobile,GOOGLE DISPLAY,15.0
9231,,2024-04-07 16:55:48,tablet,Direct,9.0
9232,6468.0,2024-01-02 21:49:50,desktop,Organic Search,4.0
9233,870.0,2024-03-02 19:56:44,Desktop,Facebook Ads,3.0
9234,645.0,2024-03-25 01:12:05,mobile,Facebook Ads,10.0
9235,169.0,2024-03-28 21:00:32,desktop,Direct,3.0
9236,3033.0,06/04/2024 06:08,tablet,Instagram Ads,2.0
9237,3169.0,2024-02-06 15:21:46,tablet,Google Search,7.0
9238,6886.0,26/03/2024 20:12,,Google Search,1.0
9239,4571.0,2024-04-22 06:37:59,desktop,Referral,15.0
9240,1353.0,,TABLET,eMail,11.0
9241,862.0,2024-04-25 01:04:02,Android,Facebook Ads,12.0
9242,775.0,2024-03-09 02:40:48,Tablet,TikTok Ads,5.0
9243,6204.0,2024-02-21 20:06:10,mobile,referral,8.0
9244,2426.0,23/03/2024 18:28,tablet,TikTok Ads,5.0
9245,,2024-02-14 13:01:16,tab_let,Direct,-1.0
9246,3488.0,,mobile_web,Referral,11.0
9247,1087.0,not_a_date,desktop,Organic Search,13.0
9248,769.0,2024-04-25 09:19:51,mobile,,14.0
9249,4280.0,2024-04-19 11:14:11,desktop,TikTok Ads,3.0
9250,860.0,2024-03-20 00:11:53,desktop,EMAIL,9.0
9251,6931.0,2024-02-21 13:58:59,tablet,Direct,13.0
9252,315.0,2024-04-13 04:28:40,tablet,Instagram Ads,3.0
9253,3086.0,2024-02-25 10:04:20,desktop,Instagram Ads,8.0
9254,4426.0,2024-03-27 22:15:19,tablet,Google Search,14.0
9255,2192.0,2024-03-14 21:18:26,desktop,Facebook Ads,4.0
9256,4451.0,2024-04-25 23:04:14,,Email,8.0
9257,8365.0,2024-01-15 00:53:09,mobile,Referral,1.0
9258,1588.0,09/03/2024 19:20,Tablet,Facebook Ads,13.0
9259,4908.0,2024-04-11 14:49:12,tablet,Direct,12.0
9260,4421.0,2024-04-15 03:24:22,desktop,TikTok Ads,8.0
9261,7442.0,2024-03-10 00:04:21,tablet,Google Display,8.0
9262,8507.0,2024-01-29 08:07:27,Tablet,Google Search,6.0
9263,6437.0,2024-01-17 10:19:58,desktop,Referral,10.0
9264,1383.0,2024-04-24 07:44:14,Android,DIRECT,4.0
9265,618.0,31/03/2024 07:22,tablet,Instagram Ads,12.0
9266,664.0,2024-02-22 18:56:44,tablet,Google Search,6.0
9267,2371.0,2024-01-13 22:29:19,DESKTOP,Direct,7.0
9268,4789.0,2024-03-14 01:08:10,mobile,TikTok Ads,13.0
9269,6343.0,2024-03-22 03:18:28,tablet,,13.0
9270,6169.0,2024-04-18 22:55:01,mobile,Referral,-1.0
9271,2705.0,2024-04-04 03:28:38,tablet,Instagram Ads,2.0
9272,3449.0,2024-01-07 12:37:58,tablet,Google Display,5.0
9273,6902.0,2024-02-16 02:08:43,mobile,Organic Search,9.0
9274,1539.0,2024-04-02 08:32:14,mobile,Google Search,14.0
9275,1409.0,2024-02-22 12:19:01,Tablet,instagram ads,11.0
9276,1021.0,,tablet,Organic Search,2.0
9277,2286.0,25/02/2024 18:16,tablet,TikTok Ads,1.0
9278,8271.0,2024-03-02 05:01:59,mobile,Google Display,11.0
9279,8126.0,2024-04-03 00:01:48,mobile,fb_ads,15.0
9280,5645.0,2024-04-21 12:30:41,desktop,Instagram Ads,9.0
9281,7820.0,2024-01-24 23:07:57,tablet,fb_ads,13.0
9282,7965.0,2024-04-24 09:06:24,tablet,Googel Display,15.0
9283,8295.0,13/01/2024 05:33,desktop,Google Display,2.0
9284,7531.0,2024-01-04 05:27:09,desktop,email,6.0
9285,2993.0,2024-04-02 21:48:42,tablet,Google Search,12.0
9286,150.0,2024-04-05 10:10:09,tablet,direct,5.0
9287,2011.0,2024-01-11 17:49:05,,TikTok Ads,14.0
9288,7247.0,24/02/2024 05:32,,Google Search,9.0
9289,7969.0,2024-01-07 07:11:37,mobile,Email,5.0
9290,2473.0,2024-02-03 05:06:42,mobile,referal,-1.0
9291,3456.0,2024-01-13 12:24:14,tablet,Direct,1.0
9292,6204.0,2024-04-27 22:38:04,tablet,Facebook Ads,3.0
9293,1642.0,2024-03-16 14:44:55,desktop,Google Display,12.0
9294,8077.0,27/03/2024 04:28,mobile,Google  Display,9.0
9295,2645.0,2024-02-23 17:11:49,desktop,Referral,8.0
9296,337.0,2024-01-02 20:48:31,desktop,Google Display,
9297,1266.0,05/02/2024 20:56,tablet,Direct ,12.0
9298,3975.0,2024-02-21 20:09:08,mobile,Google Display,3.0
9299,,30/01/2024 02:37,mobile,TikTok Ads,4.0
9300,6140.0,2024-02-07 19:26:51,Android,Referral,8.0
9301,2741.0,2024-02-05 02:19:55,tablet,Organic Search,
9302,5957.0,,tablet,TikTok Ads,4.0
9303,1801.0,2024-03-30 05:00:15,desk_top,Email,14.0
9304,6207.0,2024-02-18 02:09:58,desktop,,6.0
9305,2974.0,2024-03-03 10:01:54,tablet,Google Search,8.0
9306,7702.0,2024-02-16 05:53:24,desktop,tik_tok_ads,2.0
9307,5272.0,2024-03-01 13:41:00,desktop,eMail,8.0
9308,7736.0,2024-03-01 05:51:24,desk_top,organic search,5.0
9309,4444.0,2024-02-24 22:04:15,mobile,Email,1.0
9310,8336.0,2024-02-21 05:39:55,tablet,Instagram Ads,1.0
9311,5018.0,2024-02-20 13:46:25,mobile,google display,12.0
9312,8473.0,2024-02-28 05:52:28,tablet,Google  Search,12.0
9313,5560.0,2024-02-06 10:28:13,tablet,Email,8.0
9314,2418.0,2024-03-08 14:33:30,mobile,tik_tok_ads,13.0
9315,901.0,2024-03-01 11:30:44,MOBILE,Google Display,11.0
9316,7706.0,2024-04-16 13:44:29,mobile,Google Search,
9317,,2024-01-22 18:38:11,Mobile,Email,9.0
9318,2037.0,2024-03-28 08:50:24,desktop,google display,9.0
9319,5926.0,2024-03-06 03:21:50,tablet,Facebook Ads,11.0
9320,5271.0,2024-04-23 19:46:31,mobile,Google Display,14.0
9321,1151.0,06/02/2024 00:06,mobile,Referral,1.0
9322,8391.0,2024-04-16 10:49:10,,instagram ads,6.0
9323,2525.0,2024-01-23 06:36:03,tablet,Referral,11.0
9324,5280.0,2024-01-27 05:50:27,desktop,Direct,4.0
9325,5444.0,2024-04-21 13:20:39,mobile,Direct,7.0
9326,7407.0,2024-03-11 23:15:00,mobile_web,Referral,11.0
9327,706.0,2024-02-05 02:53:28,mobile,Referral,3.0
9328,101.0,05/04/2024 15:21,desktop,Referral,5.0
9329,8460.0,2024-04-26 12:31:27,mobile,Referral,11.0
9330,5676.0,2024-02-19 05:52:44,,ORGANIC_SEARCH,10.0
9331,8259.0,2024-03-01 17:11:54,desktop,Direct,6.0
9332,515.0,2024-02-21 01:06:39,desk_top,Direct ,11.0
9333,1234.0,2024-01-15 14:15:07,tablet,referal,11.0
9334,6904.0,2024-01-03 05:30:06,desktop,organic search,5.0
9335,6357.0,2024-02-23 10:43:43,desktop,Instagram Ads,6.0
9336,7057.0,2024-03-06 10:59:11,mobile,Referral,12.0
9337,4517.0,2024-03-06 08:58:32,mobile,Organic Search,3.0
9338,5807.0,2024-02-09 00:57:06,mobile_web,Facebook Ads,-1.0
9339,4205.0,2024-01-24 13:50:52,tablet,TikTok Ads,9.0
9340,,2024-04-02 04:23:18,tablet,Google Display,2.0
9341,4006.0,2024-01-16 21:43:19,mobile,Organic  Search,4.0
9342,2726.0,31/03/2024 15:02,mobile,Facebok Ads,7.0
9343,3649.0,2024-03-11 16:25:45,mobile,,9.0
9344,3950.0,2024-03-05 08:17:35,mobile,Instagram Ads,10.0
9345,5678.0,2024-03-17 20:01:08,desktop,Referral,14.0
9346,7972.0,2024-02-16 21:52:14,tablet,Referral,6.0
9347,3233.0,27/03/2024 14:17,mobile,Instagram Ads,2.0
9348,1098.0,2024-01-23 16:23:50,tablet,TikTok Ads,9.0
9349,7399.0,2024-02-06 17:42:45,mobile,Direct,1.0
