===============================================================================
AOV Average Order Value Performance Analysis – Query Results
===============================================================================

1) AOV overall 
    2) AOV Performance monthly
    3.1) Mid of Funnel (MOFU) Monthly AOV Performance and MOM-Analysis by Channels
    3.2) Top of Funnel (TOFU) Monthly AOV Performance and MOM-Analysis by Channels
    3.3) Bottom of Funnel (BOFU) Monthly AOV Performance and MOM-Analysis by Channels
    3.4) Top 10 Improvements/Declines MoM AOV Channels
    4.1) Mid of Funnel (MOFU) Monthly AOV Performance and MOM-Analysis by Campaigns
    4.2) Top of Funnel (TOFU) Monthly AOV Performance and MOM-Analysis by Campaigns
    4.3) Bottom of Funnel (BOFU) Monthly AOV Performance and MOM-Analysis by Campaigns
    4.4) Top 10 Improvements/Declines MoM AOV Campaigns

================================================================================
1) AOV Overall
================================================================================

revenue     orders      aov       
----------  ----------  ----------
382478.49   2495        153.297991

================================================================================
2) AOV Performance Monthly
================================================================================

performance_month  current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         68831.49         443             155.375823   153.438437  1.937386    Above Avg   NULL        NULL         No Change   NULL          
2024-02-01         110311.33        699             157.813061   153.438437  4.374624    Above Avg   155.375823  2.437238     Increase    1.570000      
2024-03-01         108981.21        725             150.318910   153.438437  -3.119527   Below Avg   157.813061  -7.494151    Decrease    -4.750000     
2024-04-01         94354.46         628             150.245955   153.438437  -3.192482   Below Avg   150.318910  -0.072955    Decrease    -0.050000     

================================================================================
3.1) MOFU Monthly AOV Performance and MoM-Analysis by Channels
================================================================================

performance_month  channel         current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
2024-03-01         8            SEO_Boost              2690.40          97              27.736082    40.915329   -13.179247  Below Avg   49.596666   -21.860584   Decrease    -44.080000
2024-04-01         8            SEO_Boost              1653.26          98              16.870000    40.915329   -24.045329  Below Avg   27.736082   -10.866082   Decrease    -39.180000
2024-01-01         9            Brand_Awareness_Q1     974.00           19              51.263157    34.190574   17.072583   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         9            Brand_Awareness_Q1     2324.30          52              44.698076    34.190574   10.507502   Above Avg   51.263157   -6.565081    Decrease    -12.810000
2024-03-01         9            Brand_Awareness_Q1     1794.10          72              24.918055    34.190574   -9.272519   Below Avg   44.698076   -19.780021   Decrease    -44.250000
2024-04-01         9            Brand_Awareness_Q1     1635.95          103             15.883009    34.190574   -18.307565  Below Avg   24.918055   -9.035046    Decrease    -36.260000
2024-01-01         10           SEO_Boost              1353.66          21              64.460000    35.658632   28.801368   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         10           SEO_Boost              1403.21          40              35.080250    35.658632   -0.578382   Below Avg   64.460000   -29.379750   Decrease    -45.580000
2024-03-01         10           SEO_Boost              2217.67          82              27.044756    35.658632   -8.613876   Below Avg   35.080250   -8.035494    Decrease    -22.910000
2024-04-01         10           SEO_Boost              1685.20          105             16.049523    35.658632   -19.609109  Below Avg   27.044756   -10.995233   Decrease    -40.660000
2024-01-01         11           Summer_Retargeting     933.37           18              51.853888    35.584542   16.269346   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         11           Summer_Retargeting     2040.35          47              43.411702    35.584542   7.827160    Above Avg   51.853888   -8.442186    Decrease    -16.280000
2024-03-01         11           Summer_Retargeting     2036.30          73              27.894520    35.584542   -7.690022   Below Avg   43.411702   -15.517182   Decrease    -35.740000
2024-04-01         11           Summer_Retargeting     1975.34          103             19.178058    35.584542   -16.406484  Below Avg   27.894520   -8.716462    Decrease    -31.250000
2024-01-01         12           Brand_Awareness_Q1     1151.47          15              76.764666    42.421181   34.343485   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         12           Brand_Awareness_Q1     2494.71          50              49.894200    42.421181   7.473019    Above Avg   76.764666   -26.870466   Decrease    -35.000000
2024-03-01         12           Brand_Awareness_Q1     1989.31          82              24.259878    42.421181   -18.161303  Below Avg   49.894200   -25.634322   Decrease    -51.380000
2024-04-01         12           Brand_Awareness_Q1     2007.96          107             18.765981    42.421181   -23.655200  Below Avg   24.259878   -5.493897    Decrease    -22.650000

[Note: Campaigns 13–53 truncated here. Full results (212 rows) available via SQL query gold.campaigns_aov.]

================================================================================
4.2) TOFU Monthly AOV Performance and MoM-Analysis by Acquisition Campaigns
================================================================================

performance_month  acquisition_campaign  campaign_name          current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         1                     NULL                   705.94           5               141.188000   167.349368  -26.161368  Below Avg   NULL        NULL         No Change   NULL
2024-02-01         1                     NULL                   2525.91          14              180.422142   167.349368  13.072774   Above Avg   141.188000  39.234142    Increase    27.790000
2024-03-01         1                     NULL                   2347.22          15              156.481333   167.349368  -10.868035  Below Avg   180.422142  -23.940809   Decrease    -13.270000
2024-04-01         1                     NULL                   1913.06          10              191.306000   167.349368  23.956632   Above Avg   156.481333  34.824667    Increase    22.250000
2024-01-01         2                     Spring_Prospecting_EU  1507.81          10              150.781000   155.253513  -4.472513   Below Avg   NULL        NULL         No Change   NULL
2024-02-01         2                     Spring_Prospecting_EU  2093.10          14              149.507142   155.253513  -5.746371   Below Avg   150.781000  -1.273858    Decrease    -0.840000
2024-03-01         2                     Spring_Prospecting_EU  3302.33          20              165.116500   155.253513  9.862987    Above Avg   149.507142  15.609358    Increase    10.440000
2024-04-01         2                     Spring_Prospecting_EU  2645.36          17              155.609411   155.253513  0.355898    Above Avg   165.116500  -9.507089    Decrease    -5.760000
2024-01-01         3                     Summer_Launch          1046.23          7               149.461428   149.692627  -0.231199   Below Avg   NULL        NULL         No Change   NULL
2024-02-01         3                     Summer_Launch          2051.28          13              157.790769   149.692627  8.098142    Above Avg   149.461428  8.329341     Increase    5.570000
2024-03-01         3                     Summer_Launch          1940.58          14              138.612857   149.692627  -11.079770  Below Avg   157.790769  -19.177912   Decrease    -12.150000
2024-04-01         3                     Summer_Launch          1681.96          11              152.905454   149.692627  3.212827    Above Avg   138.612857  14.292597    Increase    10.310000
2024-01-01         4                     Lookalike_3pct_DE      1767.06          11              160.641818   154.077850  6.563968    Above Avg   NULL        NULL         No Change   NULL
2024-02-01         4                     Lookalike_3pct_DE      1674.68          13              128.821538   154.077850  -25.256312  Below Avg   160.641818  -31.820280   Decrease    -19.810000
2024-03-01         4                     Lookalike_3pct_DE      3389.16          21              161.388571   154.077850  7.310721    Above Avg   128.821538  32.567033    Increase    25.280000
2024-04-01         4                     Lookalike_3pct_DE      3143.73          19              165.459473   154.077850  11.381623   Above Avg   161.388571  4.070902     Increase    2.520000
2024-01-01         5                     Holiday_Special        1276.64          10              127.664000   146.905833  -19.241833  Below Avg   NULL        NULL         No Change   NULL
2024-02-01         5                     Holiday_Special        941.42           6               156.903333   146.905833  9.997500    Above Avg   127.664000  29.239333    Increase    22.900000
2024-03-01         5                     Holiday_Special        1866.99          15              124.466000   146.905833  -22.439833  Below Avg   156.903333  -32.437333   Decrease    -20.670000
2024-04-01         5                     Holiday_Special        1071.54          6               178.590000   146.905833  31.684167   Above Avg   124.466000  54.124000    Increase    43.480000
2024-01-01         6                     SEO_Boost              1547.69          13              119.053076   140.301812  -21.248736  Below Avg   NULL        NULL         No Change   NULL
2024-02-01         6                     SEO_Boost              3177.52          20              158.876000   140.301812  18.574188   Above Avg   119.053076  39.822924    Increase    33.450000
2024-03-01         6                     SEO_Boost              2065.92          13              158.916923   140.301812  18.615111   Above Avg   158.876000  0.040923     Increase    0.030000
2024-04-01         6                     SEO_Boost              994.89           8               124.361250   140.301812  -15.940562  Below Avg   158.916923  -34.555673   Decrease    -21.740000
2024-01-01         7                     Retention_Push         1404.72          8               175.590000   140.814058  34.775942   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         7                     Retention_Push         1560.10          12              130.008333   140.814058  -10.805725  Below Avg   175.590000  -45.581667   Decrease    -25.960000
2024-03-01         7                     Retention_Push         1483.19          13              114.091538   140.814058  -26.722520  Below Avg   130.008333  -15.916795   Decrease    -12.240000
2024-04-01         7                     Retention_Push         1579.23          11              143.566363   140.814058  2.752305    Above Avg   114.091538  29.474825    Increase    25.830000
2024-01-01         8                     SEO_Boost              1100.93          7               157.275714   172.646734  -15.371020  Below Avg   NULL        NULL         No Change   NULL
2024-02-01         8                     SEO_Boost              3721.87          17              218.933529   172.646734  46.286795   Above Avg   157.275714  61.657815    Increase    39.200000
2024-03-01         8                     SEO_Boost              1848.29          12              154.024166   172.646734  -18.622568  Below Avg   218.933529  -64.909363   Decrease    -29.650000
2024-04-01         8                     SEO_Boost              2726.01          17              160.353529   172.646734  -12.293205  Below Avg   154.024166  6.329363     Increase    4.110000
2024-01-01         9                     Brand_Awareness_Q1     1396.71          13              107.439230   157.215418  -49.776188  Below Avg   NULL        NULL         No Change   NULL
2024-02-01         9                     Brand_Awareness_Q1     2581.29          15              172.086000   157.215418  14.870582   Above Avg   107.439230  64.646770    Increase    60.170000
2024-03-01         9                     Brand_Awareness_Q1     2689.26          16              168.078750   157.215418  10.863332   Above Avg   172.086000  -4.007250    Decrease    -2.330000
2024-04-01         9                     Brand_Awareness_Q1     2356.35          13              181.257692   157.215418  24.042274   Above Avg   168.078750  13.178942    Increase    7.840000
2024-01-01         10                    SEO_Boost              944.07           5               188.814000   156.019047  32.794953   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         10                    SEO_Boost              1877.95          12              156.495833   156.019047  0.476786    Above Avg   188.814000  -32.318167   Decrease    -17.120000
2024-03-01         10                    SEO_Boost              3246.47          20              162.323500   156.019047  6.304453    Above Avg   156.495833  5.827667     Increase    3.720000
2024-04-01         10                    SEO_Boost              1630.20          14              116.442857   156.019047  -39.576190  Below Avg   162.323500  -45.880643   Decrease    -28.260000
2024-01-01         11                    Summer_Retargeting     1168.09          6               194.681666   150.304319  44.377347   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         11                    Summer_Retargeting     1377.13          9               153.014444   150.304319  2.710125    Above Avg   194.681666  -41.667222   Decrease    -21.400000
2024-03-01         11                    Summer_Retargeting     1598.69          12              133.224166   150.304319  -17.080153  Below Avg   153.014444  -19.790278   Decrease    -12.930000
2024-04-01         11                    Summer_Retargeting     1202.97          10              120.297000   150.304319  -30.007319  Below Avg   133.224166  -12.927166   Decrease    -9.700000
2024-01-01         12                    Brand_Awareness_Q1     1215.51          8               151.938750   155.873706  -3.934956   Below Avg   NULL        NULL         No Change   NULL
2024-02-01         12                    Brand_Awareness_Q1     1136.73          8               142.091250   155.873706  -13.782456  Below Avg   151.938750  -9.847500    Decrease    -6.480000
2024-03-01         12                    Brand_Awareness_Q1     1857.09          11              168.826363   155.873706  12.952657   Above Avg   142.091250  26.735113    Increase    18.820000
2024-04-01         12                    Brand_Awareness_Q1     2088.30          13              160.638461   155.873706  4.764755    Above Avg   168.826363  -8.187902    Decrease    -4.850000

[Note: Campaigns 13–53 truncated here. Full results (212 rows) available via SQL query gold.acquisition_campaigns_aov.]

================================================================================
4.3) BOFU Monthly AOV Performance and MoM-Analysis by Last-Touch Campaigns
================================================================================

performance_month  last_touch_campaign  campaign_name          current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         1                    NULL                   1590.95          11              144.631818   150.499772  -5.867954   Below Avg   NULL        NULL         No Change   NULL
2024-02-01         1                    NULL                   1635.57          11              148.688181   150.499772  -1.811591   Below Avg   144.631818  4.056363     Increase    2.800000
2024-03-01         1                    NULL                   1500.48          11              136.407272   150.499772  -14.092500  Below Avg   148.688181  -12.280909   Decrease    -8.260000
2024-04-01         1                    NULL                   1894.99          11              172.271818   150.499772  21.772046   Above Avg   136.407272  35.864546    Increase    26.290000
2024-01-01         2                    Spring_Prospecting_EU  2097.51          17              123.382941   108.736526  14.646415   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         2                    Spring_Prospecting_EU  2198.85          20              109.942500   108.736526  1.205974    Above Avg   123.382941  -13.440441   Decrease    -10.890000
2024-03-01         2                    Spring_Prospecting_EU  2022.76          15              134.850666   108.736526  26.114140   Above Avg   109.942500  24.908166    Increase    22.660000
2024-04-01         2                    Spring_Prospecting_EU  667.70           10              66.770000    108.736526  -41.966526  Below Avg   134.850666  -68.080666   Decrease    -50.490000
2024-01-01         3                    Summer_Launch          538.35           7               76.907142    123.718013  -46.810871  Below Avg   NULL        NULL         No Change   NULL
2024-02-01         3                    Summer_Launch          1440.48          9               160.053333   123.718013  36.335320   Above Avg   76.907142   83.146191    Increase    108.110000
2024-03-01         3                    Summer_Launch          2315.98          19              121.893684   123.718013  -1.824329   Below Avg   160.053333  -38.159649   Decrease    -23.840000
2024-04-01         3                    Summer_Launch          2584.34          19              136.017894   123.718013  12.299881   Above Avg   121.893684  14.124210    Increase    11.590000
2024-01-01         4                    Lookalike_3pct_DE      952.31           8               119.038750   118.039409  0.999341    Above Avg   NULL        NULL         No Change   NULL
2024-02-01         4                    Lookalike_3pct_DE      1658.00          15              110.533333   118.039409  -7.506076   Below Avg   119.038750  -8.505417    Decrease    -7.150000
2024-03-01         4                    Lookalike_3pct_DE      934.08           9               103.786666   118.039409  -14.252743  Below Avg   110.533333  -6.746667    Decrease    -6.100000
2024-04-01         4                    Lookalike_3pct_DE      1249.19          9               138.798888   118.039409  20.759479   Above Avg   103.786666  35.012222    Increase    33.730000
2024-01-01         5                    Holiday_Special        952.12           7               136.017142   155.358035  -19.340893  Below Avg   NULL        NULL         No Change   NULL
2024-02-01         5                    Holiday_Special        2323.88          16              145.242500   155.358035  -10.115535  Below Avg   136.017142  9.225358     Increase    6.780000
2024-03-01         5                    Holiday_Special        1437.21          8               179.651250   155.358035  24.293215   Above Avg   145.242500  34.408750    Increase    23.690000
2024-04-01         5                    Holiday_Special        2568.34          16              160.521250   155.358035  5.163215    Above Avg   179.651250  -19.130000   Decrease    -10.650000
2024-01-01         6                    SEO_Boost              1073.96          7               153.422857   124.471655  28.951202   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         6                    SEO_Boost              1916.83          18              106.490555   124.471655  -17.981100  Below Avg   153.422857  -46.932302   Decrease    -30.590000
2024-03-01         6                    SEO_Boost              2076.78          20              103.839000   124.471655  -20.632655  Below Avg   106.490555  -2.651555    Decrease    -2.490000
2024-04-01         6                    SEO_Boost              2548.55          19              134.134210   124.471655  9.662555    Above Avg   103.839000  30.295210    Increase    29.180000
2024-01-01         7                    Retention_Push         1479.21          11              134.473636   124.690898  9.782738    Above Avg   NULL        NULL         No Change   NULL
2024-02-01         7                    Retention_Push         2101.14          14              150.081428   124.690898  25.390530   Above Avg   134.473636  15.607792    Increase    11.610000
2024-03-01         7                    Retention_Push         1615.96          11              146.905454   124.690898  22.214556   Above Avg   150.081428  -3.175974    Decrease    -2.120000
2024-04-01         7                    Retention_Push         874.94           13              67.303076    124.690898  -57.387822  Below Avg   146.905454  -79.602378   Decrease    -54.190000
2024-01-01         8                    SEO_Boost              1386.46          8               173.307500   142.637114  30.670386   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         8                    SEO_Boost              2058.04          16              128.627500   142.637114  -14.009614  Below Avg   173.307500  -44.680000   Decrease    -25.780000
2024-03-01         8                    SEO_Boost              2095.73          15              139.715333   142.637114  -2.921781   Below Avg   128.627500  11.087833    Increase    8.620000
2024-04-01         8                    SEO_Boost              2062.37          16              128.898125   142.637114  -13.738989  Below Avg   139.715333  -10.817208   Decrease    -7.740000
2024-01-01         9                    Brand_Awareness_Q1     1298.55          9               144.283333   138.244972  6.038361    Above Avg   NULL        NULL         No Change   NULL
2024-02-01         9                    Brand_Awareness_Q1     2694.88          14              192.491428   138.244972  54.246456   Above Avg   144.283333  48.208095    Increase    33.410000
2024-03-01         9                    Brand_Awareness_Q1     1331.52          11              121.047272   138.244972  -17.197700  Below Avg   192.491428  -71.444156   Decrease    -37.120000
2024-04-01         9                    Brand_Awareness_Q1     1332.21          14              95.157857    138.244972  -43.087115  Below Avg   121.047272  -25.889415   Decrease    -21.390000
2024-01-01         10                   SEO_Boost              1691.08          13              130.083076   130.787939  -0.704863   Below Avg   NULL        NULL         No Change   NULL
2024-02-01         10                   SEO_Boost              1403.00          10              140.300000   130.787939  9.512061    Above Avg   130.083076  10.216924    Increase    7.850000
2024-03-01         10                   SEO_Boost              2169.68          14              154.977142   130.787939  24.189203   Above Avg   140.300000  14.677142    Increase    10.460000
2024-04-01         10                   SEO_Boost              1271.29          13              97.791538    130.787939  -32.996401  Below Avg   154.977142  -57.185604   Decrease    -36.900000
2024-01-01         11                   Summer_Retargeting     706.75           8               88.343750    118.902871  -30.559121  Below Avg   NULL        NULL         No Change   NULL
2024-02-01         11                   Summer_Retargeting     1994.56          14              142.468571   118.902871  23.565700   Above Avg   88.343750   54.124821    Increase    61.270000
2024-03-01         11                   Summer_Retargeting     2185.45          20              109.272500   118.902871  -9.630371   Below Avg   142.468571  -33.196071   Decrease    -23.300000
2024-04-01         11                   Summer_Retargeting     2032.90          15              135.526666   118.902871  16.623795   Above Avg   109.272500  26.254166    Increase    24.030000
2024-01-01         12                   Brand_Awareness_Q1     847.71           7               121.101428   109.509997  11.591431   Above Avg   NULL        NULL         No Change   NULL
2024-02-01         12                   Brand_Awareness_Q1     908.77           7               129.824285   109.509997  20.314288   Above Avg   121.101428  8.722857     Increase    7.200000
2024-03-01         12                   Brand_Awareness_Q1     1608.69          17              94.628823    109.509997  -14.881174  Below Avg   129.824285  -35.195462   Decrease    -27.110000
2024-04-01         12                   Brand_Awareness_Q1     1017.34          11              92.485454    109.509997  -17.024543  Below Avg   94.628823   -2.143369    Decrease    -2.270000

[Note: Campaigns 13–53 truncated here. Full results (212 rows) available via SQL query gold.last_touch_campaigns_aov.]

================================================================================
4.4a) Top 10 Campaign AOV Improvements (absolute)
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-04-01         29           New_Year_Launch        1879.24          87              21.600459    44.434111   -22.833652  Below Avg   24.793548   -3.193089    Decrease    -12.880000    
2024-04-01         13           NULL                   1986.59          108             18.394351    34.860863   -16.466512  Below Avg   22.079558   -3.685207    Decrease    -16.690000    
2024-04-01         35           Lookalike_3pct_DE      1551.80          83              18.696385    39.889725   -21.193340  Below Avg   22.908461   -4.212076    Decrease    -18.390000    
2024-04-01         43           Brand_Awareness_Q1     1590.64          85              18.713411    51.195578   -32.482167  Below Avg   23.028032   -4.314621    Decrease    -18.740000    
2024-04-01         32           SEO_Boost              1597.08          97              16.464742    42.835909   -26.371167  Below Avg   20.879821   -4.415079    Decrease    -21.150000    
2024-04-01         34           Summer_Launch          1454.71          78              18.650128    39.088817   -20.438689  Below Avg   23.259431   -4.609303    Decrease    -19.820000    
2024-04-01         37           Brand_Awareness_Q1     2046.35          106             19.305188    46.993534   -27.688346  Below Avg   23.940408   -4.635220    Decrease    -19.360000    
2024-04-01         19           Holiday_Special        1720.45          91              18.906043    49.144095   -30.238052  Below Avg   23.917590   -5.011547    Decrease    -20.950000    
2024-04-01         44           Flash_Sale_Weekend     1745.39          95              18.372526    38.015176   -19.642650  Below Avg   23.440285   -5.067759    Decrease    -21.620000    
2024-03-01         6            SEO_Boost              2139.43          78              27.428589    38.218599   -10.790010  Below Avg   32.524333   -5.095744    Decrease    -15.670000    

================================================================================
4.4b) Top 10 Campaign AOV Improvements (percentage)
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         9            Brand_Awareness_Q1     2324.30          52              44.698076    34.190574   10.507502   Above Avg   51.263157   -6.565081    Decrease    -12.810000    
2024-04-01         29           New_Year_Launch        1879.24          87              21.600459    44.434111   -22.833652  Below Avg   24.793548   -3.193089    Decrease    -12.880000    
2024-03-01         6            SEO_Boost              2139.43          78              27.428589    38.218599   -10.790010  Below Avg   32.524333   -5.095744    Decrease    -15.670000    
2024-02-01         11           Summer_Retargeting     2040.35          47              43.411702    35.584542   7.827160    Above Avg   51.853888   -8.442186    Decrease    -16.280000    
2024-04-01         13           NULL                   1986.59          108             18.394351    34.860863   -16.466512  Below Avg   22.079558   -3.685207    Decrease    -16.690000    
2024-04-01         35           Lookalike_3pct_DE      1551.80          83              18.696385    39.889725   -21.193340  Below Avg   22.908461   -4.212076    Decrease    -18.390000    
2024-04-01         43           Brand_Awareness_Q1     1590.64          85              18.713411    51.195578   -32.482167  Below Avg   23.028032   -4.314621    Decrease    -18.740000    
2024-04-01         37           Brand_Awareness_Q1     2046.35          106             19.305188    46.993534   -27.688346  Below Avg   23.940408   -4.635220    Decrease    -19.360000    
2024-04-01         34           Summer_Launch          1454.71          78              18.650128    39.088817   -20.438689  Below Avg   23.259431   -4.609303    Decrease    -19.820000    
2024-02-01         39           Retention_Push         2019.90          47              42.976595    34.753638   8.222957    Above Avg   54.001666   -11.025071   Decrease    -20.420000    

================================================================================
4.4c) Top 10 Campaign AOV Declines (absolute)
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         42           Summer_Retargeting     2140.49          46              46.532391    52.428321   -5.895930   Below Avg   120.243333  -73.710942   Decrease    -61.300000    
2024-02-01         26           Holiday_Special        2212.70          52              42.551923    49.251219   -6.699296   Below Avg   112.190000  -69.638077   Decrease    -62.070000    
2024-02-01         15           NULL                   2221.29          53              41.911132    47.910063   -5.998931   Below Avg   105.767647  -63.856515   Decrease    -60.370000    
2024-02-01         27           Summer_Retargeting     2483.51          51              48.696274    50.096196   -1.399922   Below Avg   111.036923  -62.340649   Decrease    -56.140000    
2024-02-01         17           Flash_Sale_Weekend     1077.49          27              39.907037    45.723707   -5.816670   Below Avg   102.145000  -62.237963   Decrease    -60.930000    
2024-02-01         37           Brand_Awareness_Q1     2002.13          48              41.711041    46.993534   -5.282493   Below Avg   103.017500  -61.306459   Decrease    -59.510000    
2024-02-01         45           Lookalike_3pct_DE      1764.69          49              36.014081    44.327097   -8.313016   Below Avg   97.239230   -61.225149   Decrease    -62.960000    
2024-02-01         32           SEO_Boost              2497.24          66              37.836969    42.835909   -4.998940   Below Avg   96.162105   -58.325136   Decrease    -60.650000    
2024-02-01         19           Holiday_Special        1933.15          40              48.328750    49.144095   -0.815345   Below Avg   105.424000  -57.095250   Decrease    -54.160000    
2024-02-01         53           Spring_Prospecting_EU  1776.70          49              36.259183    42.821269   -6.562086   Below Avg   90.602307   -54.343124   Decrease    -59.980000    

================================================================================
4.4d) Top 10 Campaign AOV Declines (percentage)
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  current_orders  current_aov  avg_aov     diff_avg    avg_change  pm_aov      diff_pm_aov  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         45           Lookalike_3pct_DE      1764.69          49              36.014081    44.327097   -8.313016   Below Avg   97.239230   -61.225149   Decrease    -62.960000    
2024-02-01         26           Holiday_Special        2212.70          52              42.551923    49.251219   -6.699296   Below Avg   112.190000  -69.638077   Decrease    -62.070000    
2024-02-01         35           Lookalike_3pct_DE      1513.05          46              32.892391    39.889725   -6.997334   Below Avg   85.061666   -52.169275   Decrease    -61.330000    
2024-02-01         42           Summer_Retargeting     2140.49          46              46.532391    52.428321   -5.895930   Below Avg   120.243333  -73.710942   Decrease    -61.300000    
2024-02-01         17           Flash_Sale_Weekend     1077.49          27              39.907037    45.723707   -5.816670   Below Avg   102.145000  -62.237963   Decrease    -60.930000    
2024-02-01         32           SEO_Boost              2497.24          66              37.836969    42.835909   -4.998940   Below Avg   96.162105   -58.325136   Decrease    -60.650000    
2024-02-01         15           NULL                   2221.29          53              41.911132    47.910063   -5.998931   Below Avg   105.767647  -63.856515   Decrease    -60.370000    
2024-02-01         53           Spring_Prospecting_EU  1776.70          49              36.259183    42.821269   -6.562086   Below Avg   90.602307   -54.343124   Decrease    -59.980000    
2024-02-01         37           Brand_Awareness_Q1     2002.13          48              41.711041    46.993534   -5.282493   Below Avg   103.017500  -61.306459   Decrease    -59.510000    
2024-03-01         43           Brand_Awareness_Q1     1404.71          61              23.028032    51.195578   -28.167546  Below Avg   54.790869   -31.762837   Decrease    -57.970000    
