===============================================================================
ARPU Average Revenue per User Performance Analysis – Query Results
===============================================================================

Queries:
    1) ARPU overall 
    2) ARPU Performances monthly 
    3.1) Mid of Funnel (MOFU) Monthly ARPU Performance and MOM-Analysis by Channels
    3.2) Top of Funnel (TOFU) Monthly ARPU Performance and MOM-Analysis by Channels
    3.3) Bottom of Funnel (BOFU) Monthly ARPU Performance and MOM-Analysis by Channels
    3.4) Top 10 Improvements/Declines MoM ARPU Channels
    4.1) Mid of Funnel (MOFU) Monthly ARPU Performance and MOM-Analysis by Campaigns
    4.2) Top of Funnel (TOFU) Monthly ARPU Performance and MOM-Analysis by Campaigns
    4.3) Bottom of Funnel (BOFU) Monthly ARPU Performance and MOM-Analysis by Campaigns
    4.4) Top 10 Improvements/Declines MoM ARPU Campaigns

================================================================================
1) ARPU Overall
================================================================================

revenue     users       arpu      
----------  ----------  ----------
382478.49   2160        177.073375

================================================================================
2) ARPU Performance Monthly
================================================================================

performance_month  current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         68831.49         433           158.964180    158.457694  0.506486    Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         110311.33        667           165.384302    158.457694  6.926608    Above Avg   158.964180  6.420122      Increase    4.040000      
2024-03-01         108981.21        704           154.802855    158.457694  -3.654839   Below Avg   165.384302  -10.581447    Decrease    -6.400000     
2024-04-01         94354.46         610           154.679442    158.457694  -3.778252   Below Avg   154.802855  -0.123413     Decrease    -0.080000     

================================================================================
3.1) MOFU Monthly ARPU Performance and MoM-Analysis by Channels
================================================================================

performance_month  channel         current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
2024-04-01         7            Retention_Push         1689.79          89            18.986404     41.593919   -22.607515  Below Avg   25.169259   -6.182855     Decrease    -24.570000    
2024-01-01         8            SEO_Boost              1458.63          19            76.770000     43.642111   33.127889   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         8            SEO_Boost              2827.01          55            51.400181     43.642111   7.758070    Above Avg   76.770000   -25.369819    Decrease    -33.050000    
2024-03-01         8            SEO_Boost              2690.40          94            28.621276     43.642111   -15.020835  Below Avg   51.400181   -22.778905    Decrease    -44.320000    
2024-04-01         8            SEO_Boost              1653.26          93            17.776989     43.642111   -25.865122  Below Avg   28.621276   -10.844287    Decrease    -37.890000    
2024-01-01         9            Brand_Awareness_Q1     974.00           19            51.263157     35.784724   15.478433   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         9            Brand_Awareness_Q1     2324.30          47            49.453191     35.784724   13.668467   Above Avg   51.263157   -1.809966     Decrease    -3.530000     
2024-03-01         9            Brand_Awareness_Q1     1794.10          68            26.383823     35.784724   -9.400901   Below Avg   49.453191   -23.069368    Decrease    -46.650000    
2024-04-01         9            Brand_Awareness_Q1     1635.95          102           16.038725     35.784724   -19.745999  Below Avg   26.383823   -10.345098    Decrease    -39.210000    
2024-01-01         10           SEO_Boost              1353.66          20            67.683000     37.560776   30.122224   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         10           SEO_Boost              1403.21          37            37.924594     37.560776   0.363818    Above Avg   67.683000   -29.758406    Decrease    -43.970000    
2024-03-01         10           SEO_Boost              2217.67          78            28.431666     37.560776   -9.129110   Below Avg   37.924594   -9.492928     Decrease    -25.030000    
2024-04-01         10           SEO_Boost              1685.20          104           16.203846     37.560776   -21.356930  Below Avg   28.431666   -12.227820    Decrease    -43.010000    
2024-01-01         11           Summer_Retargeting     933.37           17            54.904117     36.876456   18.027661   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         11           Summer_Retargeting     2040.35          45            45.341111     36.876456   8.464655    Above Avg   54.904117   -9.563006     Decrease    -17.420000    
2024-03-01         11           Summer_Retargeting     2036.30          73            27.894520     36.876456   -8.981936   Below Avg   45.341111   -17.446591    Decrease    -38.480000    
2024-04-01         11           Summer_Retargeting     1975.34          102           19.366078     36.876456   -17.510378  Below Avg   27.894520   -8.528442     Decrease    -30.570000    
2024-01-01         12           Brand_Awareness_Q1     1151.47          14            82.247857     44.192364   38.055493   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         12           Brand_Awareness_Q1     2494.71          50            49.894200     44.192364   5.701836    Above Avg   82.247857   -32.353657    Decrease    -39.340000    
2024-03-01         12           Brand_Awareness_Q1     1989.31          78            25.503974     44.192364   -18.688390  Below Avg   49.894200   -24.390226    Decrease    -48.880000    
2024-04-01         12           Brand_Awareness_Q1     2007.96          105           19.123428     44.192364   -25.068936  Below Avg   25.503974   -6.380546     Decrease    -25.020000

Note: Campaigns 13-53 truncated here. Full results (212 rows) available via SQL query gold.campaigns_arpu.

================================================================================
4.2) TOFU Monthly ARPU Performance and MoM-Analysis by Acquisition Campaigns
================================================================================

performance_month  acquisition_campaign  campaign_name          current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         1                     NULL                   705.94           14            50.424285     135.131349  -84.707064  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         1                     NULL                   2525.91          15            168.394000    135.131349  33.262651   Above Avg   50.424285   117.969715    Increase    233.950000    
2024-03-01         1                     NULL                   2347.22          18            130.401111    135.131349  -4.730238   Below Avg   168.394000  -37.992889    Decrease    -22.560000    
2024-04-01         1                     NULL                   1913.06          10            191.306000    135.131349  56.174651   Above Avg   130.401111  60.904889     Increase    46.710000     
2024-01-01         2                     Spring_Prospecting_EU  1507.81          16            94.238125     132.360649  -38.122524  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         2                     Spring_Prospecting_EU  2093.10          17            123.123529    132.360649  -9.237120   Below Avg   94.238125   28.885404     Increase    30.650000     
2024-03-01         2                     Spring_Prospecting_EU  3302.33          20            165.116500    132.360649  32.755851   Above Avg   123.123529  41.992971     Increase    34.110000     
2024-04-01         2                     Spring_Prospecting_EU  2645.36          18            146.964444    132.360649  14.603795   Above Avg   165.116500  -18.152056    Decrease    -10.990000    
2024-01-01         3                     Summer_Launch          1046.23          15            69.748666     100.912333  -31.163667  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         3                     Summer_Launch          2051.28          18            113.960000    100.912333  13.047667   Above Avg   69.748666   44.211334     Increase    63.390000     
2024-03-01         3                     Summer_Launch          1940.58          18            107.810000    100.912333  6.897667    Above Avg   113.960000  -6.150000     Decrease    -5.400000     
2024-04-01         3                     Summer_Launch          1681.96          15            112.130666    100.912333  11.218333   Above Avg   107.810000  4.320666      Increase    4.010000      
2024-01-01         4                     Lookalike_3pct_DE      1767.06          18            98.170000     129.122451  -30.952451  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         4                     Lookalike_3pct_DE      1674.68          15            111.645333    129.122451  -17.477118  Below Avg   98.170000   13.475333     Increase    13.730000     
2024-03-01         4                     Lookalike_3pct_DE      3389.16          24            141.215000    129.122451  12.092549   Above Avg   111.645333  29.569667     Increase    26.490000     
2024-04-01         4                     Lookalike_3pct_DE      3143.73          19            165.459473    129.122451  36.337022   Above Avg   141.215000  24.244473     Increase    17.170000     
2024-01-01         5                     Holiday_Special        1276.64          16            79.790000     97.513556   -17.723556  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         5                     Holiday_Special        941.42           7             134.488571    97.513556   36.975015   Above Avg   79.790000   54.698571     Increase    68.550000     
2024-03-01         5                     Holiday_Special        1866.99          20            93.349500     97.513556   -4.164056   Below Avg   134.488571  -41.139071    Decrease    -30.590000    
2024-04-01         5                     Holiday_Special        1071.54          13            82.426153     97.513556   -15.087403  Below Avg   93.349500   -10.923347    Decrease    -11.700000    
2024-01-01         6                     SEO_Boost              1547.69          30            51.589666     92.498449   -40.908783  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         6                     SEO_Boost              3177.52          25            127.100800    92.498449   34.602351   Above Avg   51.589666   75.511134     Increase    146.370000    
2024-03-01         6                     SEO_Boost              2065.92          18            114.773333    92.498449   22.274884   Above Avg   127.100800  -12.327467    Decrease    -9.700000     
2024-04-01         6                     SEO_Boost              994.89           13            76.530000     92.498449   -15.968449  Below Avg   114.773333  -38.243333    Decrease    -33.320000    
2024-01-01         7                     Retention_Push         1404.72          17            82.630588     101.711863  -19.081275  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         7                     Retention_Push         1560.10          18            86.672222     101.711863  -15.039641  Below Avg   82.630588   4.041634      Increase    4.890000      
2024-03-01         7                     Retention_Push         1483.19          14            105.942142    101.711863  4.230279    Above Avg   86.672222   19.269920     Increase    22.230000     
2024-04-01         7                     Retention_Push         1579.23          12            131.602500    101.711863  29.890637   Above Avg   105.942142  25.660358     Increase    24.220000     
2024-01-01         8                     SEO_Boost              1100.93          12            91.744166     140.325845  -48.581679  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         8                     SEO_Boost              3721.87          20            186.093500    140.325845  45.767655   Above Avg   91.744166   94.349334     Increase    102.840000    
2024-03-01         8                     SEO_Boost              1848.29          14            132.020714    140.325845  -8.305131   Below Avg   186.093500  -54.072786    Decrease    -29.060000    
2024-04-01         8                     SEO_Boost              2726.01          18            151.445000    140.325845  11.119155   Above Avg   132.020714  19.424286     Increase    14.710000     
2024-01-01         9                     Brand_Awareness_Q1     1396.71          18            77.595000     134.070441  -56.475441  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         9                     Brand_Awareness_Q1     2581.29          18            143.405000    134.070441  9.334559    Above Avg   77.595000   65.810000     Increase    84.810000     
2024-03-01         9                     Brand_Awareness_Q1     2689.26          17            158.191764    134.070441  24.121323   Above Avg   143.405000  14.786764     Increase    10.310000     
2024-04-01         9                     Brand_Awareness_Q1     2356.35          15            157.090000    134.070441  23.019559   Above Avg   158.191764  -1.101764     Decrease    -0.700000     
2024-01-01         10                    SEO_Boost              944.07           13            72.620769     101.693056  -29.072287  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         10                    SEO_Boost              1877.95          16            117.371875    101.693056  15.678819   Above Avg   72.620769   44.751106     Increase    61.620000     
2024-03-01         10                    SEO_Boost              3246.47          24            135.269583    101.693056  33.576527   Above Avg   117.371875  17.897708     Increase    15.250000     
2024-04-01         10                    SEO_Boost              1630.20          20            81.510000     101.693056  -20.183056  Below Avg   135.269583  -53.759583    Decrease    -39.740000    
2024-01-01         11                    Summer_Retargeting     1168.09          16            73.005625     92.884419   -19.878794  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         11                    Summer_Retargeting     1377.13          14            98.366428     92.884419   5.482009    Above Avg   73.005625   25.360803     Increase    34.740000     
2024-03-01         11                    Summer_Retargeting     1598.69          16            99.918125     92.884419   7.033706    Above Avg   98.366428   1.551697      Increase    1.580000      
2024-04-01         11                    Summer_Retargeting     1202.97          12            100.247500    92.884419   7.363081    Above Avg   99.918125   0.329375      Increase    0.330000      
2024-01-01         12                    Brand_Awareness_Q1     1215.51          12            101.292500    111.055932  -9.763432   Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         12                    Brand_Awareness_Q1     1136.73          13            87.440769     111.055932  -23.615163  Below Avg   101.292500  -13.851731    Decrease    -13.670000    
2024-03-01         12                    Brand_Awareness_Q1     1857.09          14            132.649285    111.055932  21.593353   Above Avg   87.440769   45.208516     Increase    51.700000     
2024-04-01         12                    Brand_Awareness_Q1     2088.30          17            122.841176    111.055932  11.785244   Above Avg   132.649285  -9.808109     Decrease    -7.390000

Note: Campaigns 13-53 truncated here. Full results (212 rows) available via SQL query gold.acquisition_campaigns_arpu.

================================================================================
4.3) BOFU Monthly ARPU Performance and MoM-Analysis by Last-Touch Campaigns
================================================================================

performance_month  last_touch_campaign  campaign_name          current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-01-01         1                    NULL                   1590.95          10            159.095000    154.115567  4.979433    Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         1                    NULL                   1635.57          11            148.688181    154.115567  -5.427386   Below Avg   159.095000  -10.406819    Decrease    -6.540000     
2024-03-01         1                    NULL                   1500.48          11            136.407272    154.115567  -17.708295  Below Avg   148.688181  -12.280909    Decrease    -8.260000     
2024-04-01         1                    NULL                   1894.99          11            172.271818    154.115567  18.156251   Above Avg   136.407272  35.864546     Increase    26.290000     
2024-01-01         2                    Spring_Prospecting_EU  2097.51          17            123.382941    110.183138  13.199803   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         2                    Spring_Prospecting_EU  2198.85          19            115.728947    110.183138  5.545809    Above Avg   123.382941  -7.653994     Decrease    -6.200000     
2024-03-01         2                    Spring_Prospecting_EU  2022.76          15            134.850666    110.183138  24.667528   Above Avg   115.728947  19.121719     Increase    16.520000     
2024-04-01         2                    Spring_Prospecting_EU  667.70           10            66.770000     110.183138  -43.413138  Below Avg   134.850666  -68.080666    Decrease    -50.490000    
2024-01-01         3                    Summer_Launch          538.35           7             76.907142     127.718539  -50.811397  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         3                    Summer_Launch          1440.48          9             160.053333    127.718539  32.334794   Above Avg   76.907142   83.146191     Increase    108.110000    
2024-03-01         3                    Summer_Launch          2315.98          19            121.893684    127.718539  -5.824855   Below Avg   160.053333  -38.159649    Decrease    -23.840000    
2024-04-01         3                    Summer_Launch          2584.34          17            152.020000    127.718539  24.301461   Above Avg   121.893684  30.126316     Increase    24.720000     
2024-01-01         4                    Lookalike_3pct_DE      952.31           8             119.038750    118.039409  0.999341    Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         4                    Lookalike_3pct_DE      1658.00          15            110.533333    118.039409  -7.506076   Below Avg   119.038750  -8.505417     Decrease    -7.150000     
2024-03-01         4                    Lookalike_3pct_DE      934.08           9             103.786666    118.039409  -14.252743  Below Avg   110.533333  -6.746667     Decrease    -6.100000     
2024-04-01         4                    Lookalike_3pct_DE      1249.19          9             138.798888    118.039409  20.759479   Above Avg   103.786666  35.012222     Increase    33.730000     
2024-01-01         5                    Holiday_Special        952.12           7             136.017142    155.358035  -19.340893  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         5                    Holiday_Special        2323.88          16            145.242500    155.358035  -10.115535  Below Avg   136.017142  9.225358      Increase    6.780000      
2024-03-01         5                    Holiday_Special        1437.21          8             179.651250    155.358035  24.293215   Above Avg   145.242500  34.408750     Increase    23.690000     
2024-04-01         5                    Holiday_Special        2568.34          16            160.521250    155.358035  5.163215    Above Avg   179.651250  -19.130000    Decrease    -10.650000    
2024-01-01         6                    SEO_Boost              1073.96          7             153.422857    125.837958  27.584899   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         6                    SEO_Boost              1916.83          18            106.490555    125.837958  -19.347403  Below Avg   153.422857  -46.932302    Decrease    -30.590000    
2024-03-01         6                    SEO_Boost              2076.78          19            109.304210    125.837958  -16.533748  Below Avg   106.490555  2.813655      Increase    2.640000      
2024-04-01         6                    SEO_Boost              2548.55          19            134.134210    125.837958  8.296252    Above Avg   109.304210  24.830000     Increase    22.720000     
2024-01-01         7                    Retention_Push         1479.21          11            134.473636    124.690898  9.782738    Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         7                    Retention_Push         2101.14          14            150.081428    124.690898  25.390530   Above Avg   134.473636  15.607792     Increase    11.610000     
2024-03-01         7                    Retention_Push         1615.96          11            146.905454    124.690898  22.214556   Above Avg   150.081428  -3.175974     Decrease    -2.120000     
2024-04-01         7                    Retention_Push         874.94           13            67.303076     124.690898  -57.387822  Below Avg   146.905454  -79.602378    Decrease    -54.190000    
2024-01-01         8                    SEO_Boost              1386.46          8             173.307500    151.834458  21.473042   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         8                    SEO_Boost              2058.04          14            147.002857    151.834458  -4.831601   Below Avg   173.307500  -26.304643    Decrease    -15.180000    
2024-03-01         8                    SEO_Boost              2095.73          15            139.715333    151.834458  -12.119125  Below Avg   147.002857  -7.287524     Decrease    -4.960000     
2024-04-01         8                    SEO_Boost              2062.37          14            147.312142    151.834458  -4.522316   Below Avg   139.715333  7.596809      Increase    5.440000      
2024-01-01         9                    Brand_Awareness_Q1     1298.55          9             144.283333    143.776689  0.506644    Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         9                    Brand_Awareness_Q1     2694.88          13            207.298461    143.776689  63.521772   Above Avg   144.283333  63.015128     Increase    43.670000     
2024-03-01         9                    Brand_Awareness_Q1     1331.52          11            121.047272    143.776689  -22.729417  Below Avg   207.298461  -86.251189    Decrease    -41.610000    
2024-04-01         9                    Brand_Awareness_Q1     1332.21          13            102.477692    143.776689  -41.298997  Below Avg   121.047272  -18.569580    Decrease    -15.340000    
2024-01-01         10                   SEO_Boost              1691.08          13            130.083076    130.787939  -0.704863   Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         10                   SEO_Boost              1403.00          10            140.300000    130.787939  9.512061    Above Avg   130.083076  10.216924     Increase    7.850000      
2024-03-01         10                   SEO_Boost              2169.68          14            154.977142    130.787939  24.189203   Above Avg   140.300000  14.677142     Increase    10.460000     
2024-04-01         10                   SEO_Boost              1271.29          13            97.791538     130.787939  -32.996401  Below Avg   154.977142  -57.185604    Decrease    -36.900000    
2024-01-01         11                   Summer_Retargeting     706.75           8             88.343750     118.902871  -30.559121  Below Avg   NULL        NULL          No Change   NULL          
2024-02-01         11                   Summer_Retargeting     1994.56          14            142.468571    118.902871  23.565700   Above Avg   88.343750   54.124821     Increase    61.270000     
2024-03-01         11                   Summer_Retargeting     2185.45          20            109.272500    118.902871  -9.630371   Below Avg   142.468571  -33.196071    Decrease    -23.300000    
2024-04-01         11                   Summer_Retargeting     2032.90          15            135.526666    118.902871  16.623795   Above Avg   109.272500  26.254166     Increase    24.030000     
2024-01-01         12                   Brand_Awareness_Q1     847.71           6             141.285000    116.868027  24.416973   Above Avg   NULL        NULL          No Change   NULL          
2024-02-01         12                   Brand_Awareness_Q1     908.77           7             129.824285    116.868027  12.956258   Above Avg   141.285000  -11.460715    Decrease    -8.110000     
2024-03-01         12                   Brand_Awareness_Q1     1608.69          17            94.628823     116.868027  -22.239204  Below Avg   129.824285  -35.195462    Decrease    -27.110000    
2024-04-01         12                   Brand_Awareness_Q1     1017.34          10            101.734000    116.868027  -15.134027  Below Avg   94.628823   7.105177      Increase    7.510000

Note: Campaigns 13-53 truncated here. Full results (212 rows) available via SQL query gold.last_touch_campaigns_arpu.

================================================================================
4.4a) Top 10 Campaign ARPU Improvements (absolute)
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         9            Brand_Awareness_Q1  2324.30          47            49.453191     35.784724   13.668467   Above Avg   51.263157   -1.809966     Decrease    -3.530000     
2024-04-01         13           NULL                1986.59          103           19.287281     37.389278   -18.101997  Below Avg   22.748636   -3.461355     Decrease    -15.220000    
2024-04-01         35           Lookalike_3pct_DE   1551.80          81            19.158024     40.653218   -21.495194  Below Avg   23.205974   -4.047950     Decrease    -17.440000    
2024-04-01         32           SEO_Boost           1597.08          95            16.811368     44.553752   -27.742384  Below Avg   20.879821   -4.068453     Decrease    -19.490000    
2024-04-01         29           New_Year_Launch     1879.24          84            22.371904     45.380320   -23.008416  Below Avg   26.811627   -4.439723     Decrease    -16.560000    
2024-04-01         43           Brand_Awareness_Q1  1590.64          84            18.936190     51.651616   -32.715426  Below Avg   23.411833   -4.475643     Decrease    -19.120000    
2024-04-01         19           Holiday_Special     1720.45          89            19.330898     49.959133   -30.628235  Below Avg   24.209268   -4.878370     Decrease    -20.150000    
2024-04-01         34           Summer_Launch       1454.71          77            18.892337     41.235393   -22.343056  Below Avg   23.800348   -4.908011     Decrease    -20.620000    
2024-04-01         37           Brand_Awareness_Q1  2046.35          103           19.867475     48.508546   -28.641071  Below Avg   24.959148   -5.091673     Decrease    -20.400000    
2024-04-01         4            Lookalike_3pct_DE   1778.90          91            19.548351     38.647897   -19.099546  Below Avg   24.647702   -5.099351     Decrease    -20.690000

================================================================================
4.4b) Top 10 Campaign ARPU Improvements (percentage)
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         9            Brand_Awareness_Q1  2324.30          47            49.453191     35.784724   13.668467   Above Avg   51.263157   -1.809966     Decrease    -3.530000     
2024-03-01         6            SEO_Boost           2139.43          75            28.525733     39.055048   -10.529315  Below Avg   33.645862   -5.120129     Decrease    -15.220000    
2024-04-01         13           NULL                1986.59          103           19.287281     37.389278   -18.101997  Below Avg   22.748636   -3.461355     Decrease    -15.220000    
2024-04-01         29           New_Year_Launch     1879.24          84            22.371904     45.380320   -23.008416  Below Avg   26.811627   -4.439723     Decrease    -16.560000    
2024-02-01         11           Summer_Retargeting  2040.35          45            45.341111     36.876456   8.464655    Above Avg   54.904117   -9.563006     Decrease    -17.420000    
2024-04-01         35           Lookalike_3pct_DE   1551.80          81            19.158024     40.653218   -21.495194  Below Avg   23.205974   -4.047950     Decrease    -17.440000    
2024-02-01         39           Retention_Push      2019.90          46            43.910869     35.348203   8.562666    Above Avg   54.001666   -10.090797    Decrease    -18.690000    
2024-04-01         43           Brand_Awareness_Q1  1590.64          84            18.936190     51.651616   -32.715426  Below Avg   23.411833   -4.475643     Decrease    -19.120000    
2024-04-01         32           SEO_Boost           1597.08          95            16.811368     44.553752   -27.742384  Below Avg   20.879821   -4.068453     Decrease    -19.490000    
2024-03-01         33           Holiday_Special     2643.34          81            32.633827     38.531292   -5.897465   Below Avg   40.814912   -8.181085     Decrease    -20.040000

================================================================================
4.4c) Top 10 Campaign ARPU Declines (absolute)
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         26           Holiday_Special        2212.70          51            43.386274     52.058851   -8.672577   Below Avg   120.820000  -77.433726    Decrease    -64.090000    
2024-02-01         42           Summer_Retargeting     2140.49          44            48.647500     53.318002   -4.670502   Below Avg   120.243333  -71.595833    Decrease    -59.540000    
2024-02-01         27           Summer_Retargeting     2483.51          49            50.683877     53.165217   -2.481340   Below Avg   120.290000  -69.606123    Decrease    -57.870000    
2024-02-01         37           Brand_Awareness_Q1     2002.13          48            41.711041     48.508546   -6.797505   Below Avg   107.496521  -65.785480    Decrease    -61.200000    
2024-02-01         15           NULL                   2221.29          53            41.911132     48.005809   -6.094677   Below Avg   105.767647  -63.856515    Decrease    -60.370000    
2024-02-01         32           SEO_Boost              2497.24          64            39.019375     44.553752   -5.534377   Below Avg   101.504444  -62.485069    Decrease    -61.560000    
2024-02-01         17           Flash_Sale_Weekend     1077.49          27            39.907037     46.088806   -6.181769   Below Avg   102.145000  -62.237963    Decrease    -60.930000    
2024-02-01         45           Lookalike_3pct_DE      1764.69          46            38.362826     45.080998   -6.718172   Below Avg   97.239230   -58.876404    Decrease    -60.550000    
2024-02-01         19           Holiday_Special        1933.15          38            50.872368     49.959133   0.913235    Above Avg   105.424000  -54.551632    Decrease    -51.740000    
2024-02-01         53           Spring_Prospecting_EU  1776.70          48            37.014583     43.141987   -6.127404   Below Avg   90.602307   -53.587724    Decrease    -59.150000

================================================================================
4.4d) Top 10 Campaign ARPU Declines (percentage)
================================================================================

performance_month  campaign_id  campaign_name          current_revenue  active_users  current_arpu  avg_arpu    diff_avg    avg_change  pm_arpu     diff_pm_arpu  pm_change   mom_percentage
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
2024-02-01         26           Holiday_Special        2212.70          51            43.386274     52.058851   -8.672577   Below Avg   120.820000  -77.433726    Decrease    -64.090000    
2024-02-01         32           SEO_Boost              2497.24          64            39.019375     44.553752   -5.534377   Below Avg   101.504444  -62.485069    Decrease    -61.560000    
2024-02-01         37           Brand_Awareness_Q1     2002.13          48            41.711041     48.508546   -6.797505   Below Avg   107.496521  -65.785480    Decrease    -61.200000    
2024-02-01         17           Flash_Sale_Weekend     1077.49          27            39.907037     46.088806   -6.181769   Below Avg   102.145000  -62.237963    Decrease    -60.930000    
2024-02-01         45           Lookalike_3pct_DE      1764.69          46            38.362826     45.080998   -6.718172   Below Avg   97.239230   -58.876404    Decrease    -60.550000    
2024-02-01         15           NULL                   2221.29          53            41.911132     48.005809   -6.094677   Below Avg   105.767647  -63.856515    Decrease    -60.370000    
2024-02-01         42           Summer_Retargeting     2140.49          44            48.647500     53.318002   -4.670502   Below Avg   120.243333  -71.595833    Decrease    -59.540000    
2024-02-01         53           Spring_Prospecting_EU  1776.70          48            37.014583     43.141987   -6.127404   Below Avg   90.602307   -53.587724    Decrease    -59.150000    
2024-02-01         35           Lookalike_3pct_DE      1513.05          43            35.187209     40.653218   -5.466009   Below Avg   85.061666   -49.874457    Decrease    -58.630000    
2024-02-01         46           Lookalike_3pct_DE      1729.85          46            37.605434     42.930775   -5.325341   Below Avg   90.217777   -52.612343    Decrease    -58.320000
